obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""525.3665""","=""0.0003""","=""525.36674""","=""0.00019""","=""23""","=""""",,"=""18061.387""","=""37090.413""","=""3d3.(2P).4s""","=""b 3P""","=""1""","=""3d3.(2D2).4p""","=""w 3P*""","=""0""",,"=""""","=""L10989""",
"=""525.4030""","=""0.0003""","=""525.40327""","=""0.00014""","=""5""","=""""",,"=""18145.286""","=""37172.989""","=""3d3.(2P).4s""","=""b 3P""","=""2""","=""3d3.(2D2).4p""","=""w 3P*""","=""1""",,"=""""","=""L10989""",
"=""525.4495""","=""0.0003""","=""525.44975""","=""0.00017""","=""6""","=""""",,"=""18825.782""","=""37851.802""","=""3d3.(4P).4s""","=""c 3P""","=""1""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""1""",,"=""""","=""L10989""",
"=""525.5806""","=""0.0003""","=""525.58058""","=""0.00011""","=""180""","=""8.52e+06""",B+,"=""17075.258""","=""36096.542""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d2.4s.(4F).5s""","=""e 5F""","=""3""",,"=""T6897""","=""L10989""",
"=""525.6696""","=""0.0003""","=""525.66926""","=""0.00017""","=""19""","=""""",,"=""6556.833""","=""25574.908""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d2.(1D).4s.4p.(3P*)""","=""3P*""","=""0""",,"=""""","=""L10989""",
"=""525.7580""","=""0.0003""","=""525.75795""","=""0.00017""","=""43""","=""""",,"=""20062.886""","=""39077.753""","=""3d3.(2P).4s""","=""a 1P""","=""1""","=""3d3.(2D2).4p""","=""x 1P*""","=""1""",,"=""""","=""L10989""",
"=""525.9973""","=""0.0003""","=""525.99729""","=""0.00017""","=""110""","=""2.3e+07""",D,"=""22081.189""","=""41087.404""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1D*""","=""2""","=""3d2.4s.(2F).5s""","=""e 1F""","=""3""",,"=""T4401n""","=""L10989""",
"=""526.3483""","=""0.0003""","=""526.34833""","=""0.00011""","=""130""","=""4.95e+06""",B+,"=""17215.390""","=""36208.929""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""3d2.4s.(4F).5s""","=""e 5F""","=""4""",,"=""T6897""","=""L10989""",
"=""526.5963""","=""0.0003""","=""526.59639""","=""0.00014""","=""450""","=""""",,"=""15220.393""","=""34204.985""","=""3d3.(2G).4s""","=""a 3G""","=""5""","=""3d2.(1G).4s.4p.(3P*)""","=""v 3F*""","=""4""",,"=""""","=""L10989""",
"=""""","=""""","=""526.64902""","=""0.00011""","=""0""","=""2.8e+03""",D,"=""6661.006""","=""25643.701""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d3.(4F).4p""","=""y 3D*""","=""3""",,"=""T3297""","=""""",
"=""526.7109""","=""0.0003""","=""526.71123""","=""0.00014""","=""2""","=""""",,"=""6556.833""","=""25537.286""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d2.(1D).4s.4p.(3P*)""","=""3P*""","=""1""",,"=""""","=""L10989""",
"=""526.8332""","=""0.0003""","=""526.83347""","=""0.00022""","=""6""","=""""",,"=""30060.340""","=""49036.389""","=""3d3.(4F).4p""","=""x 5D*""","=""4""","=""3d2.4p2""","=""h 5D""","=""4""",,"=""""","=""L10989""",
"=""526.9879""","=""0.0003""","=""526.98771""","=""0.00011""","=""23""","=""""",,"=""15108.111""","=""34078.606""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d2.(1G).4s.4p.(3P*)""","=""v 3F*""","=""3""",,"=""""","=""L10989""",
"=""527.1609""","=""0.0003""","=""527.16106""","=""0.00011""","=""40""","=""""",,"=""22404.739""","=""41368.996""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1F*""","=""3""","=""3d2.4s.(2F).5s""","=""3F""","=""3""",,"=""""","=""L10989""",
"=""527.8768""","=""0.0003""","=""527.87744""","=""0.00014""","=""2""","=""""",,"=""6598.765""","=""25537.286""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""3P*""","=""1""",,"=""""","=""L10989""",
"=""528.2374""","=""0.0003""","=""528.23764""","=""0.00011""","=""300""","=""2.4e+06""",D,"=""8492.422""","=""27418.029""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""2""",,"=""T4401n""","=""L10989""",
"=""528.3437""","=""0.0003""","=""528.34381""","=""0.00011""","=""350""","=""""",,"=""15156.802""","=""34078.606""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d2.(1G).4s.4p.(3P*)""","=""v 3F*""","=""3""",,"=""""","=""L10989""",
"=""528.4374""","=""0.0003""","=""528.43768""","=""0.00017""","=""130""","=""""",,"=""8436.618""","=""27355.061""","=""3d2.4s2""","=""a 3P""","=""0""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""1""",,"=""""","=""L10989""",
"=""528.8794""","=""0.0003""","=""528.87944""","=""0.00017""","=""70""","=""""",,"=""19573.974""","=""38476.615""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""4""","=""3d4""","=""3D""","=""3""",,"=""""","=""L10989""",
"=""528.9267""","=""0.0003""","=""528.92690""","=""0.00011""","=""33""","=""4.8e+04""",C,"=""6742.756""","=""25643.701""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d3.(4F).4p""","=""y 3D*""","=""3""",,"=""T3297""","=""L10989""",
"=""529.0471""","=""0.0003""","=""529.04746""","=""0.00011""","=""4""","=""""",,"=""8602.3441""","=""27498.982""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""3""",,"=""""","=""L10989""",
"=""529.5775""","=""0.0003""","=""529.57758""","=""0.00011""","=""460""","=""7.91e+05""",C+,"=""8602.3441""","=""27480.066""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""3""",,"=""T4498""","=""L10989""",
"=""529.7233""","=""0.0003""","=""529.72294""","=""0.00011""","=""260""","=""""",,"=""15108.111""","=""33980.653""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d2.(1G).4s.4p.(3P*)""","=""v 3F*""","=""2""",,"=""""","=""L10989""",
"=""529.8418""","=""0.0003""","=""529.84186""","=""0.00017""","=""210""","=""""",,"=""20209.447""","=""39077.753""","=""3d3.(2D2).4s""","=""b 1D""","=""2""","=""3d3.(2D2).4p""","=""x 1P*""","=""1""",,"=""""","=""L10989""",
"=""530.0010""","=""0.0003""","=""530.00105""","=""0.00011""","=""96""","=""2.7e+06""",D,"=""8492.422""","=""27355.061""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""1""",,"=""T4401n""","=""L10989""",
"=""531.3236""","=""0.0003""","=""531.32367""","=""0.00011""","=""78""","=""""",,"=""8602.3441""","=""27418.029""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""2""",,"=""""","=""L10989""",
"=""532.3925""","=""0.0003""","=""532.39275""","=""0.00011""","=""25""","=""3.5e+04""",C,"=""6661.006""","=""25438.908""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d3.(4F).4p""","=""y 3D*""","=""2""",,"=""T3297""","=""L10989""",
"=""532.8735""","=""0.0003""","=""532.87294""","=""0.00011""","=""5""","=""7.8e+05""",C,"=""6556.833""","=""25317.814""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d3.(4F).4p""","=""y 3D*""","=""1""",,"=""T3297""","=""L10989""",
"=""533.1078""","=""0.0003""","=""533.10777""","=""0.00011""","=""7""","=""""",,"=""8602.3441""","=""27355.061""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""1""",,"=""""","=""L10989""",
"=""533.8305""","=""0.0003""","=""533.83061""","=""0.00011""","=""31""","=""3.5e+05""",D,"=""6661.006""","=""25388.331""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""4""",,"=""T3297""","=""L10989""",
"=""534.0663""","=""0.0003""","=""534.06662""","=""0.00011""","=""12""","=""5.2e+04""",C,"=""6598.765""","=""25317.814""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d3.(4F).4p""","=""y 3D*""","=""1""",,"=""T3297""","=""L10989""",
"=""534.1487""","=""0.0003""","=""534.14886""","=""0.00023""","=""36""","=""""",,"=""24694.892""","=""43411.059""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1G*""","=""4""","=""3d4""","=""1F""","=""3""",,"=""""","=""L10989""",
"=""534.4394""","=""0.0003""","=""534.43953""","=""0.00020""","=""10""","=""""",,"=""27907.013""","=""46613.001""","=""3d2.(1D).4s.4p.(1P*)""","=""y 1D*""","=""2""","=""3d2.4s.(2D).5s""","=""1D""","=""2""",,"=""""","=""L10989""",
"=""535.1067""","=""0.0003""","=""535.10672""","=""0.00014""","=""160""","=""3.4e+07""",D,"=""22404.739""","=""41087.404""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1F*""","=""3""","=""3d2.4s.(2F).5s""","=""e 1F""","=""3""",,"=""T4401n""","=""L10989""",
"=""536.1712""","=""0.0003""","=""536.17117""","=""0.00012""","=""18""","=""2.3e+04""",D,"=""6742.756""","=""25388.331""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""4""",,"=""T3430,T3297""","=""L10989""",
"=""536.6637""","=""0.0003""","=""536.66387""","=""0.00012""","=""50""","=""8.64e+04""",C+,"=""6598.765""","=""25227.222""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""3""",,"=""T4498""","=""L10989""",
"=""537.3151""","=""0.0003""","=""537.31511""","=""0.00020""","=""2""","=""""",,"=""26892.936""","=""45498.815""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3F*""","=""3""","=""3d2.4s.(2F).4d""","=""3G""","=""4""",,"=""""","=""L10989""",
"=""537.3543""","=""0.0003""","=""537.35434""","=""0.00020""","=""4""","=""""",,"=""27025.659""","=""45630.180""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3F*""","=""4""","=""3d2.4s.(2F).4d""","=""3G""","=""5""",,"=""""","=""L10989""",
"=""537.4810""","=""0.0003""","=""537.48102""","=""0.00017""","=""2""","=""""",,"=""26803.420""","=""45403.556""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3F*""","=""2""","=""3d2.4s.(2F).4d""","=""3G""","=""3""",,"=""""","=""L10989""",
"=""537.6599""","=""0.0003""","=""537.65992""","=""0.00009""","=""19""","=""""",,"=""0.000""","=""18593.947""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""3""",,"=""""","=""L10989""",
"=""538.2910""","=""0.0003""","=""538.29132""","=""0.00012""","=""23""","=""""",,"=""15108.111""","=""33680.248""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d3.(4F).4p""","=""w 3F*""","=""3""",,"=""""","=""L10989""",
"=""538.4629""","=""0.0003""","=""538.46299""","=""0.00012""","=""26""","=""4.0e+04""",D,"=""6661.006""","=""25227.222""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""3""",,"=""T3297""","=""L10989""",
"=""538.9164""","=""0.0003""","=""538.9156""","=""0.0004""","=""61*""","=""""",,"=""28896.059""","=""47446.684""","=""3d3.(4F).4p""","=""y 5F*""","=""5""","=""3d2.4p2""","=""g 5G""","=""6""",,"=""""","=""L10989""",
"=""538.9164""","=""0.0003""","=""538.91692""","=""0.00012""","=""61*""","=""3.3e+05""",D,"=""6556.833""","=""25107.411""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""2""",,"=""T3430,T3297""","=""L10989""",
"=""538.9988""","=""0.0003""","=""538.99886""","=""0.00012""","=""170""","=""""",,"=""15108.111""","=""33655.869""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d3.(4F).4p""","=""w 3F*""","=""2""",,"=""""","=""L10989""",
"=""539.0494""","=""0.0003""","=""539.04873""","=""0.00012""","=""11""","=""""",,"=""6556.833""","=""25102.875""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d2.(3P).4s.4p.(3P*)""","=""z 5S*""","=""2""",,"=""""","=""L10989""",
"=""539.1058""","=""0.0003""","=""539.10570""","=""0.00015""","=""24""","=""""",,"=""15156.802""","=""33700.884""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d3.(4F).4p""","=""w 3F*""","=""4""",,"=""""","=""L10989""",
"=""539.4159""","=""0.0003""","=""539.41582""","=""0.00017""","=""6""","=""""",,"=""18825.782""","=""37359.203""","=""3d3.(4P).4s""","=""c 3P""","=""1""","=""3d3.(4P).4p""","=""y 5S*""","=""2""",,"=""""","=""L10989""",
"=""539.6596""","=""0.0003""","=""539.65931""","=""0.00009""","=""89""","=""""",,"=""0.000""","=""18525.059""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""2""",,"=""""","=""L10989""",
"=""539.7062""","=""0.0003""","=""539.70630""","=""0.00012""","=""270""","=""""",,"=""15156.802""","=""33680.248""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d3.(4F).4p""","=""w 3F*""","=""3""",,"=""""","=""L10989""",
"=""540.1380""","=""0.0004""","=""540.13787""","=""0.00012""","=""20""","=""5.9e+04""",D,"=""6598.765""","=""25107.411""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""2""",,"=""T3430,T3297""","=""L10989""",
"=""540.2705""","=""0.0004""","=""540.27028""","=""0.00012""","=""5""","=""""",,"=""6598.765""","=""25102.875""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""z 5S*""","=""2""",,"=""""","=""L10989""",
"=""540.4014""","=""0.0004""","=""540.40117""","=""0.00018""","=""50""","=""""",,"=""18825.782""","=""37325.410""","=""3d3.(4P).4s""","=""c 3P""","=""1""","=""3d3.(2D2).4p""","=""w 3P*""","=""2""",,"=""""","=""L10989""",
"=""540.6185""","=""0.0004""","=""540.61801""","=""0.00020""","=""7""","=""1.17e+07""",C+,"=""28788.380""","=""47280.588""","=""3d3.(4F).4p""","=""y 5F*""","=""4""","=""3d2.4p2""","=""g 5G""","=""5""",,"=""T6897""","=""L10989""",
"=""540.8940""","=""0.0004""","=""540.89396""","=""0.00012""","=""36""","=""1.28e+04""",A,"=""0.000""","=""18482.774""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""1""",,"=""T7574""","=""L10989""",
"=""540.9605""","=""0.0004""","=""540.96078""","=""0.00018""","=""390""","=""""",,"=""15220.393""","=""33700.884""","=""3d3.(2G).4s""","=""a 3G""","=""5""","=""3d3.(4F).4p""","=""w 3F*""","=""4""",,"=""""","=""L10989""",
"=""541.2679""","=""0.0004""","=""541.26673""","=""0.00021""","=""7""","=""""",,"=""20006.039""","=""38476.084""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""","=""3d4""","=""3D""","=""2""",,"=""""","=""L10989""",
"=""541.9189""","=""0.0004""","=""541.91915""","=""0.00018""","=""13""","=""""",,"=""18911.394""","=""37359.203""","=""3d3.(4P).4s""","=""c 3P""","=""2""","=""3d3.(4P).4p""","=""y 5S*""","=""2""",,"=""""","=""L10989""",
"=""542.2380""","=""0.0004""","=""542.23813""","=""0.00021""","=""6""","=""1.22e+07""",C+,"=""28702.778""","=""47139.735""","=""3d3.(4F).4p""","=""y 5F*""","=""3""","=""3d2.4p2""","=""g 5G""","=""4""",,"=""T6897""","=""L10989""",
"=""542.6248""","=""0.0004""","=""542.62494""","=""0.00012""","=""200""","=""3.68e+04""",A,"=""170.1328""","=""18593.947""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""3""",,"=""T7574""","=""L10989""",
"=""542.9140""","=""0.0004""","=""542.91368""","=""0.00018""","=""120""","=""""",,"=""18911.394""","=""37325.410""","=""3d3.(4P).4s""","=""c 3P""","=""2""","=""3d3.(2D2).4p""","=""w 3P*""","=""2""",,"=""""","=""L10989""",
"=""543.2334""","=""0.0004""","=""543.23341""","=""0.00012""","=""11""","=""""",,"=""19421.580""","=""37824.758""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d2.4s.(4F).5s""","=""e 3F""","=""4""",,"=""""","=""L10989""",
"=""543.5839""","=""0.0007""","=""543.5816""","=""0.0003""","=""6q""","=""1.05e+07""",C+,"=""28638.841""","=""47030.230""","=""3d3.(4F).4p""","=""y 5F*""","=""2""","=""3d2.4p2""","=""g 5G""","=""3""",,"=""T6897""","=""L10989""",
"=""543.6717""","=""0.0004""","=""543.67159""","=""0.00012""","=""43""","=""1.0e+05""",C,"=""7255.355""","=""25643.701""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d3.(4F).4p""","=""y 3D*""","=""3""",,"=""T3430,T3297""","=""L10989""",
"=""543.8306""","=""0.0004""","=""543.83041""","=""0.00012""","=""21""","=""""",,"=""11531.761""","=""29914.737""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d2.(1G).4s.4p.(3P*)""","=""x 3G*""","=""3""",,"=""""","=""L10989""",
"=""543.9031""","=""0.0004""","=""543.90293""","=""0.00012""","=""9""","=""""",,"=""11531.761""","=""29912.286""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""3""",,"=""""","=""L10989""",
"=""544.0509""","=""0.0004""","=""544.05093""","=""0.00012""","=""8""","=""""",,"=""11531.761""","=""29907.286""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d3.(4F).4p""","=""x 5D*""","=""2""",,"=""""","=""L10989""",
"=""544.6619""","=""0.0004""","=""544.66149""","=""0.00012""","=""94*""","=""2.5e+04""",C,"=""170.1328""","=""18525.059""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""2""",,"=""T3499n""","=""L10989""",
"=""544.6619""","=""0.0004""","=""544.66257""","=""0.00018""","=""94*""","=""""",,"=""18818.099""","=""37172.989""","=""3d3.(4P).4s""","=""c 3P""","=""0""","=""3d3.(2D2).4p""","=""w 3P*""","=""1""",,"=""""","=""L10989""",
"=""544.7912""","=""0.0004""","=""544.79130""","=""0.00018""","=""10""","=""""",,"=""20126.062""","=""38476.615""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""3""","=""3d4""","=""3D""","=""3""",,"=""""","=""L10989""",
"=""544.8787""","=""0.0004""","=""544.87904""","=""0.00021""","=""3""","=""1.27e+07""",C+,"=""28596.313""","=""46943.911""","=""3d3.(4F).4p""","=""y 5F*""","=""1""","=""3d2.4p2""","=""g 5G""","=""2""",,"=""T6897""","=""L10989""",
"=""544.8911""","=""0.0004""","=""544.89065""","=""0.00018""","=""23""","=""""",,"=""18825.782""","=""37172.989""","=""3d3.(4P).4s""","=""c 3P""","=""1""","=""3d3.(2D2).4p""","=""w 3P*""","=""1""",,"=""""","=""L10989""",
"=""544.9151""","=""0.0004""","=""544.91497""","=""0.00012""","=""36""","=""""",,"=""11639.8109""","=""29986.199""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d3.(4F).4p""","=""x 5D*""","=""3""",,"=""""","=""L10989""",
"=""545.1935""","=""0.0004""","=""545.19372""","=""0.00012""","=""13""","=""""",,"=""19322.984""","=""37659.992""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d2.4s.(4F).5s""","=""e 3F""","=""3""",,"=""""","=""L10989""",
"=""545.3639""","=""0.0004""","=""545.36423""","=""0.00012""","=""77""","=""6.1e+05""",D,"=""11639.8109""","=""29971.086""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d2.(1G).4s.4p.(3P*)""","=""x 3G*""","=""4""",,"=""T4401n""","=""L10989""",
"=""545.5957""","=""0.0004""","=""545.59582""","=""0.00012""","=""10""","=""""",,"=""11531.761""","=""29855.255""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d3.(4F).4p""","=""x 5D*""","=""1""",,"=""""","=""L10989""",
"=""545.6896""","=""0.0004""","=""545.68933""","=""0.00021""","=""12""","=""""",,"=""20795.603""","=""39115.957""","=""3d3.(2H).4s""","=""a 1H""","=""5""","=""3d3.(2H).4p""","=""x 3H*""","=""4""",,"=""""","=""L10989""",
"=""545.9679""","=""0.0004""","=""545.96815""","=""0.00012""","=""4""","=""""",,"=""8492.422""","=""26803.420""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3F*""","=""2""",,"=""""","=""L10989""",
"=""546.0498""","=""0.0004""","=""546.04980""","=""0.00012""","=""310""","=""4.50e+04""",A,"=""386.874""","=""18695.134""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""4""",,"=""T7574""","=""L10989""",
"=""546.5771""","=""0.0004""","=""546.57728""","=""0.00012""","=""8""","=""""",,"=""8602.3441""","=""26892.936""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3F*""","=""3""",,"=""""","=""L10989""",
"=""546.6006""","=""0.0004""","=""546.60076""","=""0.00021""","=""12""","=""""",,"=""26803.420""","=""45093.226""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3F*""","=""2""","=""3d2.4s.(2D).5s""","=""3D""","=""1""",,"=""""","=""L10989""",
"=""546.8361""","=""0.0004""","=""546.83621""","=""0.00015""","=""7""","=""""",,"=""7255.355""","=""25537.286""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""3P*""","=""1""",,"=""""","=""L10989""",
"=""547.0454""","=""0.0004""","=""547.04582""","=""0.00012""","=""15""","=""""",,"=""11639.8109""","=""29914.737""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d2.(1G).4s.4p.(3P*)""","=""x 3G*""","=""3""",,"=""""","=""L10989""",
"=""547.1197""","=""0.0004""","=""547.11920""","=""0.00012""","=""85""","=""1.3e+06""",D,"=""11639.8109""","=""29912.286""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""3""",,"=""T4401n""","=""L10989""",
"=""547.2687""","=""0.0004""","=""547.26896""","=""0.00012""","=""56""","=""""",,"=""11639.8109""","=""29907.286""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d3.(4F).4p""","=""x 5D*""","=""2""",,"=""""","=""L10989""",
"=""547.3544""","=""0.0004""","=""547.35418""","=""0.00024""","=""35""","=""""",,"=""18825.782""","=""37090.413""","=""3d3.(4P).4s""","=""c 3P""","=""1""","=""3d3.(2D2).4p""","=""w 3P*""","=""0""",,"=""""","=""L10989""",
"=""547.4223""","=""0.0004""","=""547.42230""","=""0.00012""","=""170""","=""1.2e+06""",D,"=""11776.812""","=""30039.170""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d2.(1G).4s.4p.(3P*)""","=""x 3G*""","=""5""",,"=""T4401n""","=""L10989""",
"=""547.4451""","=""0.0004""","=""547.44517""","=""0.00018""","=""48""","=""""",,"=""18911.394""","=""37172.989""","=""3d3.(4P).4s""","=""c 3P""","=""2""","=""3d3.(2D2).4p""","=""w 3P*""","=""1""",,"=""""","=""L10989""",
"=""547.7693""","=""0.0004""","=""547.76946""","=""0.00012""","=""260""","=""""",,"=""19573.974""","=""37824.758""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""4""","=""3d2.4s.(4F).5s""","=""e 3F""","=""4""",,"=""""","=""L10989""",
"=""548.0177""","=""0.0004""","=""548.01824""","=""0.00012""","=""2""","=""""",,"=""25797.595""","=""44040.0941""","=""3d2.(3P).4s.4p.(3P*)""","=""5D*""","=""3""","=""3d3.(4F).4d""","=""5F""","=""4""",,"=""""","=""L10989""",
"=""548.1409""","=""0.0004""","=""548.14104""","=""0.00012""","=""190""","=""""",,"=""19421.580""","=""37659.992""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d2.4s.(4F).5s""","=""e 3F""","=""3""",,"=""""","=""L10989""",
"=""548.1859""","=""0.0004""","=""548.18607""","=""0.00012""","=""120""","=""""",,"=""11531.761""","=""29768.675""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""2""",,"=""""","=""L10989""",
"=""548.6088""","=""0.0004""","=""548.60822""","=""0.00021""","=""5""","=""""",,"=""27498.982""","=""45721.863""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""3""","=""3d2.4s.(2F).4d""","=""f 3H""","=""4""",,"=""""","=""L10989""",
"=""548.7604""","=""0.0008""","=""548.75921""","=""0.00021""","=""4q""","=""""",,"=""27614.679""","=""45832.546""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""4""","=""3d2.4s.(2F).4d""","=""f 3H""","=""5""",,"=""""","=""L10989""",
"=""548.8193""","=""0.0004""","=""548.81913""","=""0.00012""","=""140""","=""""",,"=""19322.984""","=""37538.862""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d2.4s.(4F).5s""","=""e 3F""","=""2""",,"=""""","=""L10989""",
"=""548.9873""","=""0.0004""","=""548.9873""","=""0.0003""","=""5""","=""""",,"=""27750.135""","=""45960.432""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""5""","=""3d2.4s.(2F).4d""","=""f 3H""","=""6""",,"=""""","=""L10989""",
