obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""105.0107""","=""0.0002""","=""105.010691+""","=""a""","=""8.5e+06""",D+,"=""0.000""","=""95228.399""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""1""",,"=""T3180""","=""L6449""",
"=""105.4996""","=""0.0002""","=""105.499606+""","=""a""","=""5.75e+07""",C+,"=""0.000""","=""94787.084""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""T7227,T5940""","=""L6449""",
"=""105.612829""","=""0.000003""","=""105.612829+""","=""a""","=""1.93e+08""",C+,"=""0.000""","=""94685.467""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""",,"=""T7227,T5940""","=""L9794""",
"=""106.125564""","=""0.000003""","=""106.125563+""","=""a""","=""1.74e+07""",C+,"=""0.000""","=""94228.004""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""T7227,T5940""","=""L9794""",
"=""106.8168""","=""0.0002""","=""106.81679+""","=""a""","=""3.72e+08""",C+,"=""0.000""","=""93618.24""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""",,"=""T7227,T5940""","=""L6449""",
"=""107.0411""","=""0.0002""","=""107.041044+""","=""a""","=""1.2e+07""",D+,"=""0.000""","=""93422.108""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""T3180""","=""L6449""",
"=""107.8584""","=""0.0002""","=""107.858532+""","=""a""","=""7.6e+06""",D+,"=""0.000""","=""92714.038""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""T3180""","=""L6449""",
"=""108.5441""","=""0.0002""","=""108.544295+""","=""a""","=""4.28e+07""",C+,"=""0.000""","=""92128.287""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""T7227,T5940""","=""L6449""",
"=""109.9716""","=""0.0002""","=""109.971765+""","=""a""","=""4.08e+07""",C+,"=""0.000""","=""90932.432""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""T7227,T5940""","=""L6449""",
"=""111.0713""","=""0.0002""","=""111.071428+""","=""a""","=""1.50e+08""",C+,"=""0.000""","=""90032.155""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""T7227,T5940""","=""L6449""",
"=""112.9310""","=""0.0002""","=""112.930835+""","=""a""","=""4.4e+06""",D+,"=""0.000""","=""88549.775""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""T3180""","=""L6449""",
"=""117.0413""","=""0.0002""","=""117.041175+""","=""a""","=""1.39e+08""",B+,"=""0.000""","=""85440.017""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",,"=""T7227,T5940""","=""L6449""",
"=""119.2037""","=""0.0002""","=""119.203760+""","=""250a""","=""5.93e+08""",B+,"=""0.000""","=""83889.971""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",,"=""T7227,T5940""","=""L6449c110""",
"=""125.0210""","=""0.0002""","=""125.020913+""","=""250a""","=""1.49e+07""",B+,"=""0.000""","=""79986.618""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""T7227,T5940""","=""L6449c110""",
"=""129.5588""","=""0.0002""","=""129.558783+""","=""1000a""","=""2.53e+08""",A+,"=""0.000""","=""77185.041""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""T7227""","=""L6449c110""",
"=""146.9610""","=""0.0003""","=""146.96123+""","=""600""","=""2.73e+08""",A+,"=""0.000""","=""68045.156""","=""5p6""","=""1S""","=""0""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""T7227""","=""L7324c110""",
obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""334.0040""","=""0.0010""","=""334.004+""","=""1-""","=""""",,"=""67067.547""","=""96998.7""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).15p""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""334.8630""","=""0.0010""","=""334.8676+""","=""1-""","=""""",,"=""67067.547""","=""96921.51""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).11f""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""335.8170""","=""0.0010""","=""335.8167+""","=""1h-""","=""""",,"=""67067.547""","=""96837.14""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).14p""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""335.8960""","=""0.0010""","=""335.8957+""","=""1h-""","=""""",,"=""67067.547""","=""96830.14""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).14p""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""337.0340""","=""0.0010""","=""337.0355+""","=""1h""","=""""",,"=""67067.547""","=""96729.49""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).10f""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""338.3200""","=""0.0010""","=""338.3197+""","=""1""","=""""",,"=""67067.547""","=""96616.90""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).13p""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""338.4360""","=""0.0010""","=""338.4358+""","=""1""","=""""",,"=""67067.547""","=""96606.77""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).13p""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""340.0070""","=""0.0010""","=""340.0132+""","=""2""","=""""",,"=""67067.547""","=""96469.73""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).9f""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""340.0790""","=""0.0010""","=""340.0879+""","=""1-""","=""""",,"=""67067.547""","=""96463.27""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).9f""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""341.8370""","=""0.0010""","=""341.8367+""","=""2""","=""""",,"=""67067.547""","=""96312.89""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).12p""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""342.0000""","=""0.0010""","=""341.9998+""","=""2""","=""""",,"=""67067.547""","=""96298.95""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).12p""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""344.2660""","=""0.0010""","=""344.2686+""","=""3""","=""""",,"=""67067.547""","=""96106.31""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).8f""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""344.3830""","=""0.0010""","=""344.3754+""","=""1*""","=""""",,"=""67067.547""","=""96097.31""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).8f""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""344.3830""","=""0.0010""","=""344.3879+""","=""1*""","=""""",,"=""67067.547""","=""96096.25""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).8f""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""346.9810""","=""0.0010""","=""346.9800+""","=""4""","=""""",,"=""67067.547""","=""95879.40""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).11p""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""347.2360""","=""0.0010""","=""347.2358+""","=""4""","=""""",,"=""67067.547""","=""95858.18""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).11p""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""349.6860""","=""0.0010""","=""349.6856+""","=""1""","=""""",,"=""68045.156""","=""96634.09""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).13p""","=""2[1/2]""","=""0""",,"=""""","=""L4739""",
"=""350.6740""","=""0.0010""","=""350.67334+""","=""5""","=""""",,"=""67067.547""","=""95575.960""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).7f""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""350.8420""","=""0.0010""","=""350.83842+""","=""2""","=""""",,"=""67067.547""","=""95562.546""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).7f""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""351.7900""","=""0.0010""","=""351.7956+""","=""2*""","=""""",,"=""68045.156""","=""96462.63""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).9f""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""351.7900""","=""0.0010""","=""351.7876+""","=""2*""","=""""",,"=""68045.156""","=""96463.27""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).9f""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""353.3480""","=""0.0010""","=""353.3475+""","=""2""","=""""",,"=""68045.156""","=""96337.82""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).12p""","=""2[1/2]""","=""0""",,"=""""","=""L4739""",
"=""353.6610""","=""0.0010""","=""353.6592+""","=""1-""","=""""",,"=""68045.156""","=""96312.89""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).12p""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""353.7350""","=""0.0010""","=""353.7346+""","=""1""","=""""",,"=""68045.156""","=""96306.86""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).12p""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""354.9860""","=""0.0010""","=""354.9865+""","=""10""","=""""",,"=""67067.547""","=""95229.59""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).10p""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""355.4040""","=""0.0010""","=""355.4037+""","=""10""","=""""",,"=""67067.547""","=""95196.53""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).10p""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""355.5920""","=""0.0010""","=""355.5917+""","=""1""","=""""",,"=""67067.547""","=""95181.66""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).10p""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""356.3800""","=""0.0010""","=""356.3771+""","=""3""","=""""",,"=""68045.156""","=""96097.31""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).8f""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""358.7020""","=""0.0010""","=""358.7016+""","=""4""","=""""",,"=""68045.156""","=""95915.53""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).11p""","=""2[1/2]""","=""0""",,"=""""","=""L4739""",
"=""359.1670""","=""0.0010""","=""359.1672+""","=""1""","=""""",,"=""68045.156""","=""95879.40""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).11p""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""359.2800""","=""0.0010""","=""359.2796+""","=""2""","=""""",,"=""68045.156""","=""95870.69""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).11p""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""361.0320""","=""0.0010""","=""361.03081+""","=""15""","=""""",,"=""67067.547""","=""94758.116""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).6f""","=""2[5/2]""","=""3""",,"=""""","=""L4739""",
"=""361.3060""","=""0.0010""","=""361.30476+""","=""8""","=""""",,"=""67067.547""","=""94737.121""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).6f""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""363.3060""","=""0.0010""","=""363.30300+""","=""6""","=""""",,"=""68045.156""","=""95562.546""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).7f""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""366.9910""","=""0.0010""","=""366.9905+""","=""10""","=""""",,"=""68045.156""","=""95286.06""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).10p""","=""2[1/2]""","=""0""",,"=""""","=""L4739""",
"=""367.7540""","=""0.0010""","=""367.7529+""","=""2""","=""""",,"=""68045.156""","=""95229.59""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).10p""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""367.9310""","=""0.0010""","=""367.9306+""","=""4""","=""""",,"=""68045.156""","=""95216.46""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).10p""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""368.5900""","=""0.0010""","=""368.5900+""","=""40""","=""4.5e+05""",D,"=""67067.547""","=""94190.24""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).9p""","=""2[3/2]""","=""2""",,"=""T3269""","=""L4739""",
"=""368.8800""","=""0.0010""","=""368.8808+""","=""1""","=""""",,"=""67067.547""","=""94168.86""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).9p""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""369.3490""","=""0.0010""","=""369.3487+""","=""40""","=""3.1e+05""",D+,"=""67067.547""","=""94134.53""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).9p""","=""2[5/2]""","=""3""",,"=""T3269""","=""L4739""",
"=""369.6820""","=""0.0010""","=""369.6817+""","=""4""","=""""",,"=""67067.547""","=""94110.15""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).9p""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""370.2740""","=""0.0010""","=""370.2732+""","=""2""","=""""",,"=""67067.547""","=""94066.95""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).9p""","=""2[1/2]""","=""1""",,"=""""","=""L4739""",
"=""373.781""","=""0.020""","=""373.776+""","=""5""","=""""",,"=""77185.041""","=""103931.4""","=""5p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""","=""5p5.(2P*<1/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L4103""",
"=""374.2220""","=""0.0010""","=""374.21825+""","=""1""","=""""",,"=""68045.156""","=""94759.935""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).6f""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""374.5380""","=""0.0010""","=""374.53811+""","=""10""","=""""",,"=""68045.156""","=""94737.121""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).6f""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""374.5690""","=""0.0010""","=""374.56953+""","=""4""","=""""",,"=""68045.156""","=""94734.882""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""379.5950""","=""0.0010""","=""379.59456+""","=""3""","=""""",,"=""67067.547""","=""93403.966""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""379.6300""","=""0.0010""","=""379.63060+""","=""40""","=""1.6e+05""",C,"=""67067.547""","=""93401.466""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).5f""","=""2[5/2]""","=""3""",,"=""T3269""","=""L4739""",
"=""380.1390""","=""0.0010""","=""380.13904+""","=""30""","=""""",,"=""67067.547""","=""93366.245""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""380.1900""","=""0.0010""","=""380.19071+""","=""3""","=""""",,"=""67067.547""","=""93362.671""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""380.9840""","=""0.0010""","=""380.9844+""","=""30""","=""""",,"=""68045.156""","=""94285.50""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).9p""","=""2[1/2]""","=""0""",,"=""""","=""L4739""",
"=""382.3740""","=""0.0010""","=""382.3726+""","=""10""","=""""",,"=""68045.156""","=""94190.24""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).9p""","=""2[3/2]""","=""2""",,"=""""","=""L4739""",
"=""382.6860""","=""0.0010""","=""382.6855+""","=""15""","=""""",,"=""68045.156""","=""94168.86""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).9p""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""383.560""","=""0.010""","=""383.5475+""","=""2""","=""""",,"=""68045.156""","=""94110.15""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).9p""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""387.720""","=""0.020""","=""387.712+""","=""2*""","=""""",,"=""80322.746""","=""106107.8""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<1/2>).7f""","=""2[5/2]""","=""3""",,"=""""","=""L4103""",
"=""387.720""","=""0.020""","=""387.712+""","=""2*""","=""""",,"=""80322.746""","=""106107.8""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<1/2>).7f""","=""2[5/2]""","=""2""",,"=""""","=""L4103""",
"=""394.2290""","=""0.0010""","=""394.22868+""","=""2""","=""""",,"=""68045.156""","=""93403.966""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""394.8163""","=""0.0002""","=""394.81598+""","=""60""","=""""",,"=""68045.156""","=""93366.245""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L7292""",
"=""394.8720""","=""0.0010""","=""394.87171+""","=""10""","=""""",,"=""68045.156""","=""93362.671""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""395.0924""","=""0.0002""","=""395.09237+""","=""120""","=""5.6e+05""",C+,"=""67067.547""","=""92370.923""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).8p""","=""2[3/2]""","=""2""",,"=""T3269""","=""L7292""",
"=""395.6850""","=""0.0010""","=""395.68437+""","=""6""","=""""",,"=""67067.547""","=""92333.066""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).8p""","=""2[3/2]""","=""1""",,"=""""","=""L4739""",
"=""396.75411""","=""0.00005""","=""396.75405+""","=""200""","=""5.3e+05""",C+,"=""67067.547""","=""92264.950""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).8p""","=""2[5/2]""","=""3""",,"=""T3269""","=""L7292""",
"=""397.4417""","=""0.0002""","=""397.44158+""","=""40""","=""1.4e+05""",D+,"=""67067.547""","=""92221.362""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).8p""","=""2[5/2]""","=""2""",,"=""T3269""","=""L7292""",
"=""398.5202""","=""0.0002""","=""398.52027+""","=""30""","=""""",,"=""67067.547""","=""92153.279""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).8p""","=""2[1/2]""","=""1""",,"=""""","=""L7292""",
"=""400.455""","=""0.020""","=""400.440+""","=""10*""","=""""",,"=""80322.746""","=""105288.2""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<1/2>).6f""","=""2[5/2]""","=""2""",,"=""""","=""L4103""",
"=""400.455""","=""0.020""","=""400.440+""","=""10*""","=""""",,"=""80322.746""","=""105288.2""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<1/2>).6f""","=""2[5/2]""","=""3""",,"=""""","=""L4103""",
"=""407.88202""","=""0.00005""","=""407.88193+""","=""100""","=""""",,"=""68045.156""","=""92555.135""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).8p""","=""2[1/2]""","=""0""",,"=""""","=""L7292""",
"=""410.97089""","=""0.00005""","=""410.97076+""","=""60""","=""""",,"=""68045.156""","=""92370.923""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).8p""","=""2[3/2]""","=""2""",,"=""""","=""L7292""",
"=""411.61147""","=""0.00005""","=""411.61135+""","=""80""","=""""",,"=""68045.156""","=""92333.066""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).8p""","=""2[3/2]""","=""1""",,"=""""","=""L7292""",
"=""412.355""","=""0.020""","=""412.352+""","=""10""","=""""",,"=""77185.041""","=""101429.3""","=""5p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""","=""5p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L4103""",
"=""413.5133""","=""0.0002""","=""413.51320+""","=""20""","=""""",,"=""68045.156""","=""92221.362""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).8p""","=""2[5/2]""","=""2""",,"=""""","=""L7292""",
"=""414.6780""","=""0.0010""","=""414.68101+""","=""2""","=""""",,"=""68045.156""","=""92153.279""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).8p""","=""2[1/2]""","=""1""",,"=""""","=""L4739""",
"=""417.517""","=""0.020""","=""417.510+""","=""6""","=""""",,"=""79986.618""","=""103931.4""","=""5p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""","=""5p5.(2P*<1/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L4103""",
"=""419.3010""","=""0.0010""","=""419.30087+""","=""20""","=""""",,"=""67067.547""","=""90910.052""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L4739""",
"=""419.3528""","=""0.0002""","=""419.35296+""","=""150""","=""2.20e+05""",B,"=""67067.547""","=""90907.090""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""T3269""","=""L7292""",
"=""420.3695""","=""0.0002""","=""420.3695+""","=""""","=""1.1e+05""",D+,"=""67067.547""","=""90849.440""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""T3269""","=""L7292""",
"=""420.5404""","=""0.0002""","=""420.5404+""","=""10""","=""""",,"=""67067.547""","=""90839.777""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L7292""",
"=""423.503""","=""0.020""","=""423.512+""","=""15""","=""""",,"=""80322.746""","=""103928.2""","=""5p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""","=""5p5.(2P*<1/2>).5f""","=""2[5/2]""","=""3""",,"=""""","=""L4103""",
"=""427.916""","=""0.020""","=""427.913+""","=""2*""","=""""",,"=""81925.514""","=""105288.2""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<1/2>).6f""","=""2[7/2]""","=""3""",,"=""""","=""L4103""",
"=""427.916""","=""0.020""","=""427.913+""","=""2*""","=""""",,"=""81925.514""","=""105288.2""","=""5p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""","=""5p5.(2P*<1/2>).6f""","=""2[5/2]""","=""2""",,"=""""","=""L4103""",
"=""435.459""","=""0.020""","=""435.460+""","=""6""","=""""",,"=""80970.438""","=""103928.2""","=""5p5.(2P*<3/2>).5d""","=""2[7/2]*""","=""3""","=""5p5.(2P*<1/2>).5f""","=""2[7/2]""","=""4""",,"=""""","=""L4103""",
"=""437.2287""","=""0.0002""","=""437.2288+""","=""20""","=""""",,"=""68045.156""","=""90910.052""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L7292""",
"=""438.3908""","=""0.0002""","=""438.3909+""","=""100""","=""""",,"=""68045.156""","=""90849.440""","=""5p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L7292""",
