obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""383.8511""","=""383.8505""","=""0.0010""","=""80*""","=""""",,"=""12161.96""","=""38206.38""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""383.896""","=""383.8947""","=""0.0010""","=""4""","=""""",,"=""19827.68""","=""45869.10""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""383.925""","=""383.9242""","=""0.0010""","=""15""","=""""",,"=""15460.01""","=""41499.43""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""383.9866""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""384.1050""","=""384.1042""","=""0.0010""","=""3""","=""""",,"=""27889.68""","=""53916.90""","=""5d5.(6S).6p""","=""7P*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L153""",
"=""384.1274""","=""384.1281""","=""0.0010""","=""4""","=""""",,"=""17008.50""","=""43034.10""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""384.131""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""384.1974""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""384.2164""","=""384.2154""","=""0.0010""","=""4""","=""""",,"=""17701.18""","=""43720.87""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""384.2310""","=""384.2301""","=""0.0010""","=""50""","=""""",,"=""6219.33""","=""32238.02""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""384.3162""","=""384.3153""","=""0.0010""","=""4*""","=""""",,"=""27849.80""","=""53862.72""","=""5d5.(2I).6s""","=""3I""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""384.3162""","=""384.3156""","=""0.0010""","=""4*""","=""""",,"=""29479.32""","=""55492.22""","=""5d4.6s2""","=""3F1""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""384.3476""","=""384.3470""","=""0.0010""","=""3w""","=""""",,"=""24789.66""","=""50800.44""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""384.5784""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""384.6218""","=""384.6213""","=""0.0010""","=""300""","=""2.14e+06""",B,"=""1670.29""","=""27662.52""","=""5d4.6s2""","=""5D""","=""1""","=""5d4.6s.(6D).6p""","=""5F*""","=""2""",,"=""T4976""","=""L153""",
"=""384.7020""","=""""","=""""","=""4w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""384.7244""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""384.7498""","=""384.7490""","=""0.0010""","=""150""","=""8.3e+05""",B,"=""0.00""","=""25983.60""","=""5d4.6s2""","=""5D""","=""0""","=""5d4.6s.(6D).6p""","=""5F*""","=""1""",,"=""T4976""","=""L153""",
"=""384.7958""","=""384.7960""","=""0.0010""","=""1""","=""""",,"=""27213.82""","=""53194.25""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""384.8620""","=""384.8611""","=""0.0010""","=""2w""","=""""",,"=""29479.32""","=""55455.35""","=""5d4.6s2""","=""3F1""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""384.9222""","=""384.9234""","=""0.0010""","=""2""","=""""",,"=""33291.80""","=""59263.63""","=""5d5.(2I).6s""","=""1I""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""385.0090""","=""385.0089""","=""0.0010""","=""3c""","=""""",,"=""18974.51""","=""44940.57""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""385.1954""","=""385.1963""","=""0.0010""","=""2""","=""""",,"=""26229.77""","=""52183.20""","=""5d5.(6S).6p""","=""7P*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L153""",
"=""385.201""","=""385.1991""","=""0.0010""","=""3""","=""""",,"=""25983.60""","=""51936.84""","=""5d4.6s.(6D).6p""","=""5F*""","=""1""","=""""","=""""","=""2""",,"=""""","=""L153""",
"=""385.2835""","=""385.2821""","=""0.0010""","=""12""","=""""",,"=""14976.18""","=""40923.83""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""385.323""","=""385.3226""","=""0.0010""","=""3""","=""""",,"=""26861.64""","=""52806.56""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""385.3778""","=""""","=""""","=""8""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""385.4515""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""385.5554""","=""385.5546""","=""0.0010""","=""50""","=""""",,"=""13777.71""","=""39707.02""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""385.5880""","=""385.5869""","=""0.0010""","=""3*""","=""""",,"=""34302.04""","=""60229.18""","=""5d5.(2G2).6s""","=""3G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""385.5880""","=""385.5876""","=""0.0010""","=""3*""","=""""",,"=""17107.01""","=""43034.10""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""385.6023""","=""385.6013""","=""0.0010""","=""3""","=""""",,"=""31389.08""","=""57315.25""","=""5d5.(4G).6s""","=""3G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""385.730""","=""385.7288""","=""0.0010""","=""10*""","=""""",,"=""28392.70""","=""54310.30""","=""5d5.(2I).6s""","=""3I""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""385.730""","=""385.7306""","=""0.0010""","=""10*""","=""""",,"=""26367.28""","=""52284.76""","=""""","=""*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L153""",
"=""385.8847""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""385.9303""","=""385.9290""","=""0.0010""","=""60""","=""1.27e+07""",B,"=""18116.84""","=""44021.00""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""3""",,"=""T6977""","=""L153""",
"=""385.9929""","=""385.9923""","=""0.0010""","=""20""","=""""",,"=""20427.84""","=""46327.75""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""386.1066""","=""386.1044""","=""0.0010""","=""30*""","=""""",,"=""18082.83""","=""43975.22""","=""5d4.6s2""","=""3D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""386.1066""","=""386.1069""","=""0.0010""","=""30*""","=""""",,"=""14976.18""","=""40868.40""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""386.1245""","=""386.1238""","=""0.0010""","=""25""","=""""",,"=""12161.96""","=""38053.05""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""386.2672""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""386.3480""","=""386.3475""","=""0.0010""","=""15""","=""""",,"=""13307.10""","=""39183.20""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""386.4343""","=""386.4339""","=""0.0010""","=""60""","=""5.6e+05""",B,"=""3325.53""","=""29195.84""","=""5d4.6s2""","=""5D""","=""2""","=""5d4.6s.(6D).6p""","=""5D*""","=""2""",,"=""T4976""","=""L153""",
"=""386.4592""","=""386.4580""","=""0.0010""","=""5""","=""""",,"=""13777.71""","=""39646.41""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""386.5326""","=""386.5314""","=""0.0010""","=""8""","=""""",,"=""20427.84""","=""46291.63""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""386.6055""","=""386.6043""","=""0.0010""","=""25""","=""3.5e+06""",B,"=""13777.71""","=""39636.62""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""1""",,"=""T6977""","=""L153""",
"=""386.6257""","=""386.6254""","=""0.0010""","=""4""","=""""",,"=""17008.50""","=""42866.00""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""386.6849""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""386.7158""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""386.7373""","=""386.7374""","=""0.0010""","=""1""","=""""",,"=""19827.68""","=""45677.69""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""386.7422""","=""386.7416""","=""0.0010""","=""3""","=""""",,"=""22476.68""","=""48326.41""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""386.7544""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""386.7666""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""386.7986""","=""386.7982""","=""0.0010""","=""600""","=""4.6e+06""",B,"=""2951.29""","=""28797.24""","=""5d5.(6S).6s""","=""7S""","=""3""","=""5d4.6s.(6D).6p""","=""7D*""","=""4""",,"=""T4976""","=""L153""",
"=""386.8460""","=""""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""386.8578""","=""386.8565""","=""0.0010""","=""12""","=""""",,"=""15069.93""","=""40911.98""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""386.8857""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""386.9007""","=""386.8998""","=""0.0010""","=""2""","=""""",,"=""12161.96""","=""38001.12""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""386.9312""","=""386.9322""","=""0.0010""","=""3""","=""""",,"=""33291.80""","=""59128.80""","=""5d5.(2I).6s""","=""1I""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
"=""386.9928""","=""""","=""""","=""2w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""387.0684""","=""387.0665""","=""0.0010""","=""3""","=""""",,"=""26229.77""","=""52057.80""","=""5d5.(6S).6p""","=""7P*""","=""2""","=""""","=""""","=""1""",,"=""""","=""L153""",
"=""387.0818""","=""387.0835""","=""0.0010""","=""6""","=""""",,"=""28291.88""","=""54118.78""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""387.1370""","=""387.1355""","=""0.0010""","=""3*""","=""""",,"=""20983.02""","=""46806.45""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""387.1370""","=""387.1377""","=""0.0010""","=""3*""","=""""",,"=""22852.80""","=""48676.08""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""387.1694""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""387.1845""","=""387.1839""","=""0.0010""","=""3""","=""""",,"=""16431.31""","=""42251.51""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""387.2487""","=""387.2481""","=""0.0011""","=""12""","=""""",,"=""26367.28""","=""52183.20""","=""""","=""*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L153""",
"=""387.2840""","=""387.2831""","=""0.0011""","=""100*""","=""""",,"=""3325.53""","=""29139.12""","=""5d4.6s2""","=""5D""","=""2""","=""5d4.6s.(6D).6p""","=""5F*""","=""3""",,"=""""","=""L153""",
"=""387.2840""","=""387.2844""","=""0.0011""","=""100*""","=""""",,"=""17701.18""","=""43514.68""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""387.3410""","=""387.3401""","=""0.0011""","=""2""","=""""",,"=""18082.83""","=""43892.62""","=""5d4.6s2""","=""3D""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""387.4412""","=""387.4404""","=""0.0011""","=""50""","=""""",,"=""19648.54""","=""45451.65""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""387.5684""","=""387.5682""","=""0.0011""","=""40""","=""9.3e+06""",C,"=""14976.18""","=""40770.78""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""1""",,"=""T6977""","=""L153""",
"=""387.742""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""387.7516""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""387.7838""","=""""","=""""","=""2w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""387.8279""","=""387.8268""","=""0.0011""","=""1w""","=""""",,"=""17701.18""","=""43478.58""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""387.8524""","=""387.8512""","=""0.0011""","=""6""","=""""",,"=""18116.84""","=""43892.62""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""387.9002""","=""387.9008""","=""0.0011""","=""6""","=""""",,"=""26229.77""","=""52002.25""","=""5d5.(6S).6p""","=""7P*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L153""",
"=""387.920""","=""387.9204""","=""0.0011""","=""5""","=""""",,"=""28347.60""","=""54118.78""","=""5d5.(4F).6s""","=""5F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""387.943""","=""387.9418""","=""0.0011""","=""1""","=""""",,"=""28347.60""","=""54117.36""","=""5d5.(4F).6s""","=""5F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""387.9482""","=""387.9460""","=""0.0011""","=""3""","=""""",,"=""23930.08""","=""49699.56""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""388.0082""","=""388.0065""","=""0.0011""","=""12""","=""""",,"=""19253.56""","=""45019.02""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""388.057""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""388.077""","=""388.0740""","=""0.0011""","=""8w""","=""""",,"=""19253.56""","=""45014.54""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""388.090""","=""388.0903""","=""0.0011""","=""3""","=""""",,"=""31389.08""","=""57148.98""","=""5d5.(4G).6s""","=""3G""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
"=""388.0951""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""388.1052""","=""388.1040""","=""0.0011""","=""5""","=""""",,"=""17107.01""","=""42866.00""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""388.115""","=""388.1144""","=""0.0011""","=""5?""","=""""",,"=""19256.24""","=""45014.54""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""388.1405""","=""388.1394""","=""0.0011""","=""250""","=""3.6e+06""",B,"=""4830.00""","=""30586.64""","=""5d4.6s2""","=""5D""","=""3""","=""5d4.6s.(6D).6p""","=""5P*""","=""3""",,"=""T4976""","=""L153""",
"=""388.1877""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""388.2170""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""388.2274""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""388.2530""","=""""","=""""","=""3w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""388.3336""","=""388.3316""","=""0.0011""","=""2""","=""""",,"=""24789.66""","=""50533.55""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""388.3832""","=""388.3825""","=""0.0011""","=""20""","=""4.6e+06""",B,"=""18280.48""","=""44021.00""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""3""",,"=""T6977""","=""L153""",
"=""388.4197""","=""388.4185""","=""0.0011""","=""4""","=""""",,"=""15460.01""","=""41198.14""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""388.5123""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""388.5456""","=""388.5464""","=""0.0011""","=""1""","=""""",,"=""27213.82""","=""52943.48""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""388.5784""","=""388.5784""","=""0.0011""","=""2""","=""""",,"=""19535.01""","=""45262.55""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""388.6452""","=""388.6447""","=""0.0011""","=""20""","=""""",,"=""13307.10""","=""39030.25""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""388.7405""","=""388.7413""","=""0.0011""","=""10w""","=""""",,"=""23982.80""","=""49699.56""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""388.8886""","=""388.8878""","=""0.0011""","=""5""","=""""",,"=""26229.77""","=""51936.84""","=""5d5.(6S).6p""","=""7P*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L153c23""",
"=""388.8976""","=""388.8974""","=""0.0011""","=""4""","=""""",,"=""23930.08""","=""49636.52""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""388.9207""","=""388.9210""","=""0.0011""","=""1""","=""""",,"=""24789.66""","=""50494.54""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""388.9470""","=""388.9473""","=""0.0011""","=""2""","=""""",,"=""23484.78""","=""49187.92""","=""5d4.6s2""","=""1I""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""389.0126""","=""389.0131""","=""0.0011""","=""1""","=""""",,"=""28720.88""","=""54419.67""","=""5d5.(4P).6s""","=""3P""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""389.0420""","=""389.0415""","=""0.0011""","=""8""","=""""",,"=""23455.02""","=""49151.94""","=""5d5.(4D).6s""","=""5D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""389.0746""","=""389.0745""","=""0.0011""","=""12""","=""7.5e+06""",C,"=""18280.48""","=""43975.22""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""2""",,"=""T6977""","=""L153""",
"=""389.1252""","=""389.1255""","=""0.0011""","=""6""","=""""",,"=""23964.67""","=""49656.04""","=""5d4.6s.(6D).6p""","=""7D*""","=""2""","=""5d4.6s.(6D).7s""","=""5D""","=""3""",,"=""""","=""L153""",
"=""389.2330""","=""389.2322""","=""0.0011""","=""10""","=""""",,"=""19256.24""","=""44940.57""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""389.2724""","=""389.2722""","=""0.0011""","=""40""","=""2.71e+06""",B,"=""13348.56""","=""39030.25""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",,"=""T6977""","=""L153""",
"=""389.3473""","=""389.3466""","=""0.0011""","=""8""","=""""",,"=""20427.84""","=""46104.62""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""389.3931""","=""389.3924""","=""0.0011""","=""8""","=""""",,"=""24610.88""","=""50284.64""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""389.4874""","=""389.4889""","=""0.0011""","=""1""","=""""",,"=""28291.88""","=""53959.28""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""389.5758""","=""389.5754""","=""0.0011""","=""3""","=""""",,"=""22476.68""","=""48138.38""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""389.6930""","=""389.6936""","=""0.0011""","=""3""","=""""",,"=""28720.88""","=""54374.80""","=""5d5.(4P).6s""","=""3P""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""389.7912""","=""389.7905""","=""0.0011""","=""30""","=""""",,"=""29773.34""","=""55420.88""","=""5d4.6s.(6D).6p""","=""7D*""","=""5""","=""""","=""""","=""6""",,"=""""","=""L153""",
"=""389.8773""","=""389.8782""","=""0.0011""","=""2""","=""""",,"=""26861.64""","=""52503.41""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""389.9782""","=""389.9816""","=""0.0011""","=""2""","=""""",,"=""26367.28""","=""52002.25""","=""""","=""*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L153""",
"=""390.1250""","=""390.1241""","=""0.0011""","=""3""","=""""",,"=""19826.04""","=""45451.65""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
