obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
271.60024,271.60036,0.00022,4*,,,19276.431,56084.326,,,5/2,,,3/2,,,L11762,
271.61338,271.61339,0.00007,11,,,23450.418,60256.547,5d4.(3D).6s,4D,5/2,,,7/2,,,L11762,
271.631110,271.631110,0.000015,64,,,14634.336,51438.064,5d4.(5D).6s,4D,3/2,,,5/2,,,L11762,
271.68630,271.68632,0.00004,20,,,20455.888,57252.138,5d4.(3F2).6s,4F,3/2,,,5/2,,,L11762,
271.71659,271.71659,0.00004,18,9.50e+06,B,17436.932,54229.082,5d4.(3H).6s,4H,11/2,5d4.(5D).6p,6F*,11/2,,T7162,L11762,
271.76951,271.769500,0.000044,17,,,16553.087,53338.075,5d4.(3H).6s,4H,9/2,,,7/2,,,L11762,
271.78795,271.78818,0.00044,2,,,25672.099,62454.559,,,5/2,,,3/2,,,L11762,
271.803343,271.803343,0.000015,108,,,16589.603,53370.011,,,7/2,,,9/2,,,L11762,
271.92196,271.921928,0.000067,13,,,3172.473,39936.842,5d4.(5D).6s,6D,5/2,5d3.(4F).6s.(5F).6p,6G*,5/2,,,L11762,
271.93768,271.93766,0.00009,9,,,24804.612,61566.854,,,7/2,,,5/2,,,L11762,
272.03956,272.039565,0.000037,22,,,16589.603,53338.075,,,7/2,,,7/2,,,L11762,
272.05764,272.05759,0.00022,4,,,24804.612,61550.649,,,7/2,,,7/2,,,L11762,
272.05947,272.05941,0.00030,4,,,8711.274,45457.066,5d3.6s2,4F,3/2,5d4.(5D).6p,6F*,1/2,,,L11762,
272.16219,272.16216,0.00004,19,,,31347.087,68079.006,5d5,2I,13/2,5d4.(1I).6p,2K*,13/2,,,L11762,
272.16721,272.16711,0.00015,6,,,35826.644,72557.895,,,9/2,,,9/2,,,L11762,
272.18440,272.184388,0.000111,7,,,20039.682,56768.602,,,7/2,,,7/2,,,L11762,
272.28000,272.280009,0.000022,47,,,15146.977,51862.999,5d4.(3H).6s,4H,7/2,,,7/2,,,L11762,
272.36927,272.36951,0.00030,3,,,18000.627,54704.585,,,7/2,,,5/2,,,L11762,
272.406945,272.406945,0.000015,66,,,23234.778,59933.692,,,9/2,,,7/2,,,L11762,
272.64348,272.64347,0.00030,3,,,16234.715,52901.794,,,5/2,,,7/2,,,L11762,
272.65494,272.65491,0.00015,6,,,31347.087,68012.627,5d5,2I,13/2,,,11/2,,,L11762,
272.92037,272.92041,0.00015,5,,,32950.460,69580.334,,,7/2,,,7/2,,,L11762,
272.95141,272.95146,0.00015,5,,,28377.585,65003.292,,,11/2,,,9/2,,,L11762,
272.96165,272.96166,0.00030,68p,,,8832.728,45457.066,,,1/2,5d4.(5D).6p,6F*,1/2,,,L11762,
272.99006,272.99001,0.00015,6,,,23803.702,60424.237,,,7/2,,,7/2,,,L11762,
272.99333,272.99331,0.00015,6,,,14634.336,51254.429,5d4.(5D).6s,4D,3/2,,,3/2,,,L11762,
273.08281,273.08302,0.00030,3,,,26526.710,63134.773,5d5,4P,1/2,,,3/2,,,L11762,
273.20611,273.20599,0.00022,4,,,28377.585,64969.172,,,11/2,,,11/2,,,L11762,
273.34370,273.343691,0.000045,18,,,20039.682,56612.836,,,7/2,,,7/2,,,L11762,
273.47223,273.47222,0.00005,17,,,24804.612,61360.578,,,7/2,,,9/2,,,L11762,
273.57698,273.57704,0.00045,2,,,23450.418,59992.379,5d4.(3D).6s,4D,5/2,,,5/2,,,L11762,
273.65692,273.65549,0.00150,6*,,,32950.226,69481.712,,,3/2,,,5/2,,,L11762,
273.65692,273.65724,0.00150,6*,,,32950.460,69481.712,,,7/2,,,5/2,,,L11762,
273.90681,273.90671,0.00030,3,,,18000.627,54498.608,,,7/2,,,7/2,,,L11762,
273.93709,273.93709,0.00005,16,,,22194.031,58687.965,,,7/2,,,9/2,,,L11762,
274.01717,274.01714,0.00011,9,,,23450.418,59933.692,5d4.(3D).6s,4D,5/2,,,7/2,,,L11762,
274.07912,274.079117,0.000015,84,,,23803.702,60278.726,,,7/2,,,9/2,,,L11762,
274.11839,274.11833,0.00045,2,,,35315.585,71785.392,,,7/2,,,9/2,,,L11762,
274.24627,274.24588,0.00083,16*,,,23803.702,60256.547,,,7/2,,,7/2,,,L11762,
274.24627,274.246982,0.000828,16*,,,1518.829,37971.528,5d4.(5D).6s,6D,3/2,5d3.(4F).6s.(5F).6p,6G*,3/2,,,L11762,
274.28975,274.28974,0.00005,20,,,19637.309,56084.326,,,5/2,,,3/2,,,L11762,
274.50276,274.50278,0.00007,12,,,23450.418,59869.150,5d4.(3D).6s,4D,5/2,,,7/2,,,L11762,
274.67631,274.67630,0.00011,7,,,30632.927,67028.654,,,9/2,,,9/2,,,L11762,
274.83104,274.83107,0.00015,14p,,,18000.627,54375.859,,,7/2,,,5/2,,,L11762,
274.84069,274.84063,0.00015,5,,,20039.682,56413.649,,,7/2,,,9/2,,,L11762,
274.85843,274.85848,0.00030,3,,,28631.688,65003.292,,,7/2,,,9/2,,,L11762,
274.99157,274.99168,0.00023,4,,,35826.644,72180.632,,,9/2,,,11/2,,,L11762,
275.00200,275.002064,0.000303,3,,,23046.724,59399.339,,,7/2,,,9/2,,,L11762,
275.03168,275.03163,0.00015,7,,,16553.087,52901.794,5d4.(3H).6s,4H,9/2,,,7/2,,,L11762,
275.07149,275.07149,0.00015,6,,,29341.426,65684.866,,,9/2,,,11/2,,,L11762,
275.08655,275.08681,0.00030,3,,,25209.233,61550.649,,,9/2,,,7/2,,,L11762,
275.22344,275.223435,0.000053,17,,,23955.349,60278.726,,,11/2,,,9/2,,,L11762,
275.30818,275.30822,0.00046,2,,,16589.603,52901.794,,,7/2,,,7/2,,,L11762,
275.33148,275.33148,0.00005,19,,,20780.358,57089.482,,,9/2,,,9/2,,,L11762,
275.55262,275.55241,0.00046,2,,,30618.045,66898.059,,,5/2,,,7/2,,,L11762,
275.56386,275.56387,0.00023,4,,,26158.581,62437.086,5d5,4G,9/2,,,9/2,,,L11762,
275.66948,275.66925,0.00046,2,,,28631.688,64896.325,,,7/2,,,7/2,,,L11762,
275.67664,275.676636,0.000114,7,,,23955.349,60219.015,,,11/2,,,11/2,,,L11762,
275.83231,275.832299,0.000053,17,7.75e+05,B,6147.085,42390.287,5d4.(5D).6s,6D,9/2,5d3.(4F).6s.(5F).6p,6G*,7/2,,T7162,L11762,
275.93180,275.93183,0.00046,2,,,23046.724,59276.854,,,7/2,,,7/2,,,L11762,
275.95061,275.95062,0.00015,6,,,26226.897,62454.559,,,5/2,,,3/2,,,L11762,
276.06675,276.06669,0.00015,7,,,22535.610,58748.042,,,1/2,,,3/2,,,L11762,
276.07241,276.07225,0.00023,4,,,19276.431,55488.134,,,5/2,5d3.(4P).6s.(5P).6p,6P*,3/2,,,L11762,
276.12854,276.12853,0.00004,25,,,17436.932,53641.254,5d4.(3H).6s,4H,11/2,5d3.(4F).6s.(5F).6p,6G*,13/2,,,L11762,
276.15860,276.158565,0.000053,23,1.29e+07,B,8711.274,44911.659,5d3.6s2,4F,3/2,,,3/2,,T7162,L11762,
276.18255,276.18260,0.00046,2,,,22139.861,58337.096,5d4.(3F2).6s,4F,5/2,,,5/2,,,L11762,
276.24799,276.24791,0.00023,4,,,23803.702,59992.379,,,7/2,,,5/2,,,L11762,
276.426068,276.426060,0.000008,182,4.79e+07,B,0.000,36165.356,5d4.(5D).6s,6D,1/2,,,1/2,,T7162,L11762,
276.43219,276.432137,0.000229,4,,,23234.778,59399.339,,,9/2,,,9/2,,,L11762,
276.47522,276.47522,0.00005,17,,,26929.008,63087.934,5d4.(1I).6s,2I,11/2,,,13/2,,,L11762,
276.53322,276.53320,0.00038,3,,,25209.233,61360.578,,,9/2,,,9/2,,,L11762,
276.63043,276.63041,0.00007,12,,,28377.585,64516.226,,,11/2,,,9/2,,,L11762,
276.64829,276.64814,0.00015,5,,,28118.836,64255.162,5d4.(3P1).6s,4P,5/2,,,3/2,,,L11762,
276.69668,276.69665,0.00007,12,,,23803.702,59933.692,,,7/2,,,7/2,,,L11762,
276.79587,276.79581,0.00015,6,,,25209.233,61326.281,,,9/2,,,7/2,,,L11762,
276.83265,276.832619,0.000054,19,,,11301.024,47413.270,5d3.6s2,4F,5/2,,,5/2,,,L11762,
277.09874,277.098887,0.000154,5,,,14967.745,51045.292,,,5/2,5d3.(4F).6s.(5F).6p,6F*,7/2,,,L11762,
277.19200,277.19185,0.00054,2,,,23803.702,59869.150,,,7/2,,,7/2,,,L11762,
277.38316,277.383155,0.000069,12,,,16234.715,52275.291,,,5/2,,,7/2,,,L11762,
277.40679,277.40679,0.00005,19,,,26929.008,62966.514,5d4.(1I).6s,2I,11/2,,,11/2,,,L11762,
277.44302,277.44305,0.00005,16,,,10592.485,46625.281,,,3/2,,,1/2,,,L11762,
277.49787,277.497838,0.000092,9,,,18000.627,54026.309,,,7/2,,,5/2,,,L11762,
277.58631,277.586399,0.000385,2,,,16553.087,52567.276,5d4.(3H).6s,4H,9/2,,,9/2,,,L11762,
277.59582,277.59586,0.00046,2,,,32486.525,68499.486,,,3/2,,,3/2,,,L11762,
277.64994,277.649951,0.000023,47,,,14857.160,50863.106,,,9/2,5d4.(5D).6p,6F*,9/2,,,L11762,
277.78648,277.78653,0.00008,10,,,20780.358,56768.602,,,9/2,,,7/2,,,L11762,
277.86815,277.868154,0.000031,28,,,16589.603,52567.276,,,7/2,,,9/2,,,L11762,
278.02803,278.028019,0.000046,23,4.94e+06,B,3172.473,39129.460,5d4.(5D).6s,6D,5/2,5d4.(5D).6p,6F*,3/2,,T7162,L11762,
278.21301,278.213014,0.000046,20,,,17436.932,53370.011,5d4.(3H).6s,4H,11/2,,,9/2,,,L11762,
278.24944,278.24950,0.00046,2,,,31100.286,67028.654,5d5,2I,11/2,,,9/2,,,L11762,
278.31365,278.31376,0.00047,2,,,23450.418,59370.490,5d4.(3D).6s,4D,5/2,,,3/2,,,L11762,
278.39636,278.39623,0.00023,4,,,24991.591,60901.023,,,3/2,,,5/2,,,L11762,
278.42703,278.427092,0.000310,3,,,20534.191,56439.643,,,11/2,5d4.(3H).6p,4H*,13/2,,,L11762,
278.56232,278.562317,0.000047,20,,,19070.550,54958.573,,,9/2,,,11/2,,,L11762,
278.62888,278.62882,0.00016,5,,,20534.191,56413.649,,,11/2,,,9/2,,,L11762,
278.91708,278.91708,0.00007,13,,,20534.191,56376.569,,,11/2,,,11/2,,,L11762,
279.01347,279.01344,0.00012,7,,,28377.585,64207.585,,,11/2,,,9/2,,,L11762,
279.04119,279.04120,0.00004,22,,,23450.418,59276.854,5d4.(3D).6s,4D,5/2,,,7/2,,,L11762,
279.17256,279.17238,0.00039,2,2.27e+06,B,13173.337,48982.939,5d4.(5D).6s,4D,1/2,5d3.(4F).6s.(5F).6p,6D*,3/2,,T7162,L11762,
279.20157,279.20165,0.00009,9,,,22502.951,58308.799,5d4.(3D).6s,4D,3/2,,,1/2,,,L11762,
279.34751,279.34753,0.00023,4,,,26929.008,62716.159,5d4.(1I).6s,2I,11/2,5d3.(4P).6s.(5P).6p,6D*,9/2,,,L11762,
279.90306,279.903046,0.000024,42,,,15146.977,50863.106,5d4.(3H).6s,4H,7/2,5d4.(5D).6p,6F*,9/2,,,L11762,
280.10456,280.104538,0.000110,9,,,13434.070,49124.508,,,5/2,,,7/2,,,L11762,
280.14197,280.141824,0.000236,3,,,16589.603,52275.291,,,7/2,,,7/2,,,L11762,
280.23536,280.23546,0.00031,3,,,24991.591,60665.356,,,3/2,,,3/2,,,L11762,
280.30471,280.30473,0.00024,3,,,24991.591,60656.540,,,3/2,,,5/2,,,L11762,
280.32208,280.32219,0.00024,4,,,22194.031,57856.759,,,7/2,,,5/2,,,L11762,
280.32892,280.32897,0.00047,2,,,29341.426,65003.292,,,9/2,,,9/2,,,L11762,
280.35920,280.359220,0.000079,11,6.85e+06,B,14634.336,50292.354,5d4.(5D).6s,4D,3/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,T7162,L11762,
280.36746,280.367508,0.000315,3,,,23234.778,58891.742,,,9/2,,,11/2,,,L11762,
280.38942,280.38939,0.00024,4,,,25672.099,61326.281,,,5/2,,,7/2,,,L11762,
280.49117,280.49120,0.00016,6,,,23046.724,58687.965,,,7/2,,,9/2,,,L11762,
280.51609,280.51611,0.00010,8,,,30632.927,66271.003,,,9/2,,,9/2,,,L11762,
280.55383,280.55378,0.00032,3,,,20780.358,56413.649,,,9/2,,,9/2,,,L11762,
280.59319,280.593209,0.000024,50,,,16234.715,51862.999,,,5/2,,,7/2,,,L11762,
280.66142,280.66142,0.00024,4,,,24804.612,60424.237,,,7/2,,,7/2,,,L11762,
280.84606,280.84604,0.00005,19,,,20780.358,56376.569,,,9/2,,,11/2,,,L11762,
280.89403,280.89401,0.00008,13,,,22139.861,57729.994,5d4.(3F2).6s,4F,5/2,,,7/2,,,L11762,
281.17233,281.17238,0.00032,3,,,29341.426,64896.325,,,9/2,,,7/2,,,L11762,
281.22010,281.22008,0.00006,13,1.23e+07,B,13434.070,48982.939,,,5/2,5d3.(4F).6s.(5F).6p,6D*,3/2,,T7162,L11762,
281.32223,281.32222,0.00024,4,,,22194.031,57729.994,,,7/2,,,7/2,,,L11762,
281.47928,281.479502,0.001586,6w,,,19442.466,54958.573,5d4.(3H).6s,4H,13/2,,,11/2,,,L11762,
281.62698,281.62700,0.00024,4,,,16589.603,52087.110,,,7/2,,,5/2,,,L11762,
281.89903,281.89903,0.00016,6,,,14967.745,50430.999,,,5/2,,,3/2,,,L11762,
281.98901,281.98904,0.00016,5,,,24804.612,60256.547,,,7/2,,,7/2,,,L11762,
282.05220,282.052250,0.000239,4,,,23955.349,59399.339,,,11/2,,,9/2,,,L11762,
282.17856,282.17833,0.00040,6*,,,19276.431,54704.585,,,5/2,,,5/2,,,L11762,
282.17856,282.17910,0.00040,6*,,,19070.550,54498.608,,,9/2,,,7/2,,,L11762,
282.25314,282.253159,0.000048,21,,,13411.939,48830.701,5d3.6s2,4F,7/2,,,7/2,,,L11762,
282.42970,282.429641,0.000399,2,,,13434.070,48830.701,,,5/2,,,7/2,,,L11762,
282.64726,282.647223,0.000104,8*,,,18000.627,53370.011,,,7/2,,,9/2,,,L11762,
282.64726,282.64740,0.00010,8*,,,31446.928,66816.290,,,7/2,,,9/2,,,L11762,
282.73349,282.73344,0.00016,5,,,35315.585,70674.184,,,7/2,,,7/2,,,L11762,
282.75136,282.75127,0.00024,3,,,31347.087,66703.457,5d5,2I,13/2,,,11/2,,,L11762,
283.00550,283.005504,0.000032,30,1.73e+07,B,14967.745,50292.354,,,5/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,T7162,L11762,
283.01231,283.01237,0.00032,4,,,26226.897,61550.649,,,5/2,,,7/2,,,L11762,
283.12329,283.123305,0.000064,15,,,16553.087,51862.999,5d4.(3H).6s,4H,9/2,,,7/2,,,L11762,
283.17998,283.17993,0.00032,3,,,23234.778,58537.630,,,9/2,,,7/2,,,L11762,
283.41646,283.416417,0.000402,2,,,16589.603,51862.999,,,7/2,,,7/2,,,L11762,
283.84161,283.841571,0.000161,5,,,4716.278,39936.842,5d4.(5D).6s,6D,7/2,5d3.(4F).6s.(5F).6p,6G*,5/2,,,L11762,
283.98037,283.980381,0.000242,4,,,16234.715,51438.064,,,5/2,,,5/2,,,L11762,
283.99130,283.99129,0.00016,7,,,26158.581,61360.578,5d5,4G,9/2,,,9/2,,,L11762,
284.24383,284.24388,0.00024,4,,,31100.286,66271.003,5d5,2I,11/2,,,9/2,,,L11762,
284.26832,284.26826,0.00016,5,,,26158.581,61326.281,5d5,4G,9/2,,,7/2,,,L11762,
284.35846,284.35839,0.00024,4,,,28631.688,63788.242,,,7/2,,,7/2,,,L11762,
284.44878,284.448827,0.000405,2,1.81e+06,B,15146.977,50292.354,5d4.(3H).6s,4H,7/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,T7162,L11762,
284.57061,284.570555,0.000324,3,,,17436.932,52567.276,5d4.(3H).6s,4H,11/2,,,9/2,,,L11762,
284.71189,284.71189,0.00016,5,,,18000.627,53113.533,,,7/2,,,5/2,,,L11762,
284.82148,284.82122,0.00024,3*,,,19276.431,54375.859,,,5/2,,,5/2,,,L11762,
284.82148,284.82158,0.00024,3*,,,26226.897,61326.281,,,5/2,,,7/2,,,L11762,
285.20714,285.20712,0.00004,24,,,30632.927,65684.866,,,9/2,,,11/2,,,L11762,
285.34188,285.34193,0.00016,5,,,18990.929,54026.309,,,3/2,,,5/2,,,L11762,
285.55057,285.55057,0.00012,8,,,25209.233,60219.015,,,9/2,,,11/2,,,L11762,
285.76728,285.76715,0.00049,2,,,20039.682,55022.932,,,7/2,,,7/2,,,L11762,
285.94764,285.94766,0.00010,9,5.07e+06,B,10592.485,45553.652,,,3/2,,,3/2,,T7162,L11762,
286.10476,286.104788,0.000491,2,,,16553.087,51495.054,5d4.(3H).6s,4H,9/2,,,11/2,,,L11762,
286.11907,286.11913,0.00016,7,,,23046.724,57986.939,,,7/2,,,9/2,,,L11762,
286.44591,286.44592,0.00016,7,,,28187.578,63087.934,5d4.(1I).6s,2I,13/2,,,13/2,,,L11762,
286.47129,286.47127,0.00033,3,,,26158.581,61055.849,5d5,4G,9/2,,,9/2,,,L11762,
286.48617,286.48619,0.00016,6,,,22194.031,57089.482,,,7/2,,,9/2,,,L11762,
286.57807,286.57807,0.00010,10,,,23803.702,58687.965,,,7/2,,,9/2,,,L11762,
286.62980,286.629848,0.000164,7,2.06e+06,B,7420.261,42298.223,5d5,6S,5/2,,,3/2,,T7162,L11762,
286.65926,286.659363,0.000164,5,,,11301.024,46175.395,5d3.6s2,4F,5/2,,,7/2,,,L11762,
286.67414,286.674259,0.000107,8,,,13411.939,48284.498,5d3.6s2,4F,7/2,,,5/2,,,L11762,
286.68865,286.68870,0.00041,2,,,28118.836,62989.639,5d4.(3P1).6s,4P,5/2,,,5/2,,,L11762,
286.73993,286.73986,0.00007,12,,,10592.485,45457.066,,,3/2,5d4.(5D).6p,6F*,1/2,,,L11762,
286.79193,286.791901,0.000165,7,,,20534.191,55392.446,,,11/2,,,9/2,,,L11762,
286.87251,286.872506,0.000041,26,,,16589.603,51438.064,,,7/2,,,5/2,,,L11762,
287.08627,287.08582,0.00049,2bl*,,,30632.927,65455.496,,,9/2,,,7/2,,,L11762,
287.08627,287.08637,0.00049,2bl*,,,25169.877,59992.379,,,3/2,,,5/2,,,L11762,
287.18920,287.18919,0.00025,4,,,23046.724,57856.759,,,7/2,,,5/2,,,L11762,
287.33406,287.33407,0.00025,4,,,22139.861,56932.345,5d4.(3F2).6s,4F,5/2,,,3/2,,,L11762,
287.38288,287.38254,0.00033,3,1.06e+06,B,19442.466,54229.082,5d4.(3H).6s,4H,13/2,5d4.(5D).6p,6F*,11/2,,T7162,L11762,
287.44603,287.44601,0.00025,4,,,28187.578,62966.514,5d4.(1I).6s,2I,13/2,,,11/2,,,L11762,
287.51044,287.51040,0.00050,2,,,25045.238,59816.385,5d4.(3D).6s,4D,1/2,,,3/2,,,L11762,
287.54760,287.54768,0.00050,2,,,30223.744,64990.383,,,3/2,,,5/2,,,L11762,
287.69219,287.69210,0.00025,4,,,22502.951,57252.138,5d4.(3D).6s,4D,3/2,,,5/2,,,L11762,
287.80867,287.80860,0.00017,5,,,22139.861,56874.983,5d4.(3F2).6s,4F,5/2,,,5/2,,,L11762,
287.82937,287.82937,0.00006,19,,,23955.349,58687.965,,,11/2,,,9/2,,,L11762,
288.01403,288.01402,0.00025,4,,,28377.585,63087.934,,,11/2,,,13/2,,,L11762,
288.15291,288.15291,0.00009,9,,,30632.927,65326.546,,,9/2,,,11/2,,,L11762,
288.23891,288.23890,0.00017,7,,,23046.724,57729.994,,,7/2,,,7/2,,,L11762,
288.31517,288.31492,0.00042,2,,,26226.897,60901.023,,,5/2,,,5/2,,,L11762,
288.42867,288.42869,0.00017,5,,,26929.008,61589.457,5d4.(1I).6s,2I,11/2,,,11/2,,,L11762,
288.68883,288.688835,0.000334,3,4.69e+05,B,7420.261,42049.478,5d5,6S,5/2,5d4.(5D).6p,6F*,5/2,,T7162,L11762,
288.69285,288.69280,0.00017,5,,,22139.861,56768.602,5d4.(3F2).6s,4F,5/2,,,7/2,,,L11762,
288.97667,288.97666,0.00005,18,,,24804.612,59399.339,,,7/2,,,9/2,,,L11762,
289.06159,289.06145,0.00011,8,,,31100.286,65684.866,5d5,2I,11/2,,,11/2,,,L11762,
289.14513,289.14514,0.00017,5,,,22194.031,56768.602,,,7/2,,,7/2,,,L11762,
289.28989,289.28989,0.00025,4,,,23450.418,58007.690,5d4.(3D).6s,4D,5/2,,,3/2,,,L11762,
289.48995,289.48992,0.00017,4,,,23803.702,58337.096,,,7/2,,,5/2,,,L11762,
289.54273,289.54272,0.00017,5,,,28187.578,62714.675,5d4.(1I).6s,2I,13/2,,,13/2,,,L11762,
289.60060,289.60101,0.00092,22bl,,,14634.336,49154.484,5d4.(5D).6s,4D,3/2,,,1/2,,,L11762,
290.11587,290.11556,0.00051,2,,,20039.682,54498.608,,,7/2,,,7/2,,,L11762,
290.25598,290.25600,0.00025,4,,,28118.836,62561.090,5d4.(3P1).6s,4P,5/2,,,7/2,,,L11762,
290.40670,290.406697,0.000042,24,,,20534.191,54958.573,,,11/2,,,11/2,,,L11762,
290.45380,290.45375,0.00017,5,,,22194.031,56612.836,,,7/2,,,7/2,,,L11762,
290.55895,290.55898,0.00025,4,,,23450.418,57856.759,5d4.(3D).6s,4D,5/2,,,5/2,,,L11762,
290.64008,290.64013,0.00025,4,,,22535.610,56932.345,,,1/2,,,3/2,,,L11762,
290.84640,290.84643,0.00034,3,,,30618.045,64990.383,,,5/2,,,5/2,,,L11762,
290.84909,290.84902,0.00013,8,,,22502.951,56874.983,5d4.(3D).6s,4D,3/2,,,5/2,,,L11762,
291.03150,291.03154,0.00034,3,,,22194.031,56544.508,,,7/2,5d3.(4P).6s.(5P).6p,6P*,5/2,,,L11762,
291.04749,291.04741,0.00042,14bl,1.45e+07,B,14634.336,48982.939,5d4.(5D).6s,4D,3/2,5d3.(4F).6s.(5F).6p,6D*,3/2,,T7162,L11762,
291.15220,291.15217,0.00017,5,,,30632.927,64969.172,,,9/2,,,11/2,,,L11762,
291.24547,291.24542,0.00011,9,,,25045.238,59370.490,5d4.(3D).6s,4D,1/2,,,3/2,,,L11762,
291.25704,291.257112,0.000170,5,,,14857.160,49181.034,,,9/2,,,9/2,,,L11762,
291.35916,291.35956,0.00042,2,,,26929.008,61240.813,5d4.(1I).6s,2I,11/2,,,11/2,,,L11762,
291.37470,291.374732,0.000170,5,,,16553.087,50863.106,5d4.(3H).6s,4H,9/2,5d4.(5D).6p,6F*,9/2,,,L11762,
291.46446,291.464426,0.000425,2,,,19070.550,53370.011,,,9/2,,,9/2,,,L11762,
291.63352,291.63351,0.00034,3,,,23450.418,57729.994,5d4.(3D).6s,4D,5/2,,,7/2,,,L11762,
291.67539,291.675305,0.000340,4,,,18000.627,52275.291,,,7/2,,,7/2,,,L11762,
291.68789,291.68799,0.00026,4,,,25169.877,59443.051,,,3/2,,,5/2,,,L11762,
291.75200,291.75199,0.00034,3,,,26158.581,60424.237,5d5,4G,9/2,,,7/2,,,L11762,
291.86295,291.86296,0.00004,24,1.41e+07,B,11301.024,45553.652,5d3.6s2,4F,5/2,,,3/2,,T7162,L11762,
291.94859,291.94866,0.00026,3,,,20780.358,55022.932,,,9/2,,,7/2,,,L11762,
292.11273,292.11284,0.00051,2,,,32950.226,67173.555,,,3/2,,,5/2,,,L11762,
292.18908,292.18898,0.00026,3,,,28118.836,62333.247,5d4.(3P1).6s,4P,5/2,,,5/2,,,L11762,
292.32249,292.32247,0.00008,11,,,19442.466,53641.254,5d4.(3H).6s,4H,13/2,5d3.(4F).6s.(5F).6p,6G*,13/2,,,L11762,
292.33746,292.33732,0.00013,8*,,,25672.099,59869.150,,,5/2,,,7/2,,,L11762,
292.33746,292.33741,0.00013,8*,,,31446.928,65643.968,,,7/2,,,7/2,,,L11762,
292.34388,292.34387,0.00013,8,,,16234.715,50430.999,,,5/2,,,3/2,,,L11762,
292.39659,292.39670,0.00034,3,,,25209.233,59399.339,,,9/2,,,9/2,,,L11762,
292.49844,292.498433,0.000068,14,,,20780.358,54958.573,,,9/2,,,11/2,,,L11762,
292.58198,292.58196,0.00005,21,,,33910.548,68079.006,,,11/2,5d4.(1I).6p,2K*,13/2,,,L11762,
292.68208,292.682144,0.000257,4,,,14967.745,49124.508,,,5/2,,,7/2,,,L11762,
292.76909,292.76910,0.00009,11,,,19276.431,53423.050,,,5/2,,,3/2,,,L11762,
292.99632,292.99627,0.00017,7,,,26158.581,60278.726,5d5,4G,9/2,,,9/2,,,L11762,
293.15158,293.15149,0.00017,5,,,33910.548,68012.627,,,11/2,,,11/2,,,L11762,
293.18688,293.18685,0.00010,10,,,26158.581,60256.547,5d5,4G,9/2,,,7/2,,,L11762,
293.28271,293.28268,0.00043,2,,,27273.753,61360.578,,,7/2,,,9/2,,,L11762,
293.28569,293.28563,0.00034,3,,,18000.627,52087.110,,,7/2,,,5/2,,,L11762,
293.30293,293.30294,0.00043,2,,,28631.688,62716.159,,,7/2,5d3.(4P).6s.(5P).6p,6D*,9/2,,,L11762,
293.49943,293.499511,0.000017,81p,,,19276.431,53338.075,,,5/2,,,7/2,,,L11762,
293.51000,293.50994,0.00013,8,,,26158.581,60219.015,5d5,4G,9/2,,,11/2,,,L11762,
293.51799,293.51798,0.00011,9,,,28377.585,62437.086,,,11/2,,,9/2,,,L11762,
293.52989,293.529864,0.000431,2,,,17436.932,51495.054,5d4.(3H).6s,4H,11/2,,,11/2,,,L11762,
293.53402,293.53403,0.00010,10,2.77e+06,B,16234.715,50292.354,,,5/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,T7162,L11762,
293.57114,293.57116,0.00017,5,,,19276.431,53329.762,,,5/2,,,3/2,,,L11762,
293.57813,293.57809,0.00034,3,,,27273.753,61326.281,,,7/2,,,7/2,,,L11762,
293.66234,293.662344,0.000017,90,,,23046.724,57089.482,,,7/2,,,9/2,,,L11762,
293.71875,293.71874,0.00017,6,,,19403.991,53440.213,,,1/2,,,1/2,,,L11762,
293.75877,293.758719,0.000078,13,,,23955.349,57986.939,,,11/2,,,9/2,,,L11762,
293.77532,293.77547,0.00043,2,,,26226.897,60256.547,,,5/2,,,7/2,,,L11762,
293.88549,293.88548,0.00017,6,,,20039.682,54056.594,,,7/2,,,9/2,,,L11762,
293.97456,293.974564,0.000061,16,7.07e+06,B,13173.337,47179.941,5d4.(5D).6s,4D,1/2,,,3/2,,T7162,L11762,
294.02016,294.020157,0.000069,16,,,13411.939,47413.270,5d3.6s2,4F,7/2,,,5/2,,,L11762,
294.14734,294.14737,0.00052,2,,,20039.682,54026.309,,,7/2,,,5/2,,,L11762,
294.20956,294.20942,0.00035,3,,,31347.087,65326.546,5d5,2I,13/2,,,11/2,,,L11762,
294.21191,294.211663,0.000520,2,,,13434.070,47413.270,,,5/2,,,5/2,,,L11762,
294.22599,294.226116,0.000520,2,,,15146.977,49124.508,5d4.(3H).6s,4H,7/2,,,7/2,,,L11762,
294.26074,294.260673,0.000347,3,,,14857.160,48830.701,,,9/2,,,7/2,,,L11762,
294.43947,294.43636,0.00173,105bl,,,28377.585,62330.855,,,11/2,,,9/2,,,L11762,
294.51273,294.51274,0.00052,2,,,22139.861,56084.326,5d4.(3F2).6s,4F,5/2,,,3/2,,,L11762,
294.64350,294.64350,0.00010,10,,,28631.688,62561.090,,,7/2,,,7/2,,,L11762,
