obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""117.95986""","=""0.00020""","=""117.96002""","=""0.00004""","=""410""","=""""",,"=""18097.764""","=""102872.25""","=""5d8.6s""","=""2F""","=""7/2""","=""5d7.6s.6p""","=""102872*""","=""7/2""",,"=""""","=""L11529""",
"=""118.02490""","=""0.00020""","=""118.02497""","=""0.00006""","=""1900""","=""""",,"=""21168.729""","=""105896.56""","=""5d8.6s""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""105896*""","=""3/2""",,"=""""","=""L11529""",
"=""118.07195""","=""0.00020""","=""118.07207""","=""0.00007""","=""1500""","=""""",,"=""23461.548""","=""108155.58""","=""5d8.6s""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""108155*""","=""3/2""",,"=""""","=""L11529""",
"=""118.11100""","=""0.00020""","=""118.11102""","=""0.00003""","=""3500""","=""""",,"=""9356.3167""","=""94022.425""","=""5d8.6s""","=""4F""","=""7/2""","=""5d7.6s.6p""","=""94022*""","=""9/2""",,"=""""","=""L11529""",
"=""118.2069""","=""0.0010""","=""118.20659""","=""0.00010""","=""85""","=""""",,"=""27255.720""","=""111853.37""","=""5d8.6s""","=""2P""","=""1/2""","=""5d7.6s.6p""","=""111853*""","=""3/2""",,"=""""","=""L11529,L9479""",
"=""118.23568""","=""0.00020""","=""118.23549""","=""0.00004""","=""8500""","=""""",,"=""16820.9342""","=""101397.91""","=""5d8.6s""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""101397*""","=""5/2""",,"=""""","=""L10146""",
"=""118.26276""","=""0.00020""","=""118.26289""","=""0.00006""","=""1000""","=""""",,"=""21168.729""","=""105726.11""","=""5d8.6s""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""105726*""","=""1/2""",,"=""""","=""L11529""",
"=""118.3138""","=""0.0010""","=""118.31384""","=""0.00004""","=""180""","=""""",,"=""16820.9342""","=""101341.90""","=""5d8.6s""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""101341*""","=""7/2""",,"=""""","=""L11529""",
"=""118.39423""","=""0.00020""","=""118.39425""","=""0.00003""","=""1100""","=""""",,"=""13329.277""","=""97792.836""","=""5d8.6s""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""97792*""","=""5/2""",,"=""""","=""L11529""",
"=""118.40298""","=""0.00020""","=""118.40304""","=""0.00004""","=""1200""","=""""",,"=""13329.277""","=""97786.57""","=""5d8.6s""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""97786*""","=""3/2""",,"=""""","=""L11529""",
"=""118.4159""","=""0.0010""","=""118.41582""","=""0.00003""","=""67""","=""""",,"=""15791.309""","=""100239.486""","=""5d9""","=""2D""","=""3/2""","=""5d7.6s.6p""","=""100239*""","=""5/2""",,"=""""","=""L11529""",
"=""118.4510""","=""0.0010""","=""118.45101""","=""0.00004""","=""230""","=""""",,"=""18097.764""","=""102520.85""","=""5d8.6s""","=""2F""","=""7/2""","=""5d7.(2G).6s.6p.(3P*)""","=""102520*""","=""7/2""",,"=""""","=""L11529""",
"=""118.5570""","=""0.0010""","=""118.55626""","=""0.00004""","=""150""","=""""",,"=""8419.840""","=""92767.98""","=""5d9""","=""2D""","=""3/2""","=""5d7.6s.6p""","=""92767*""","=""3/2""",,"=""""","=""L11529""",
"=""118.59983""","=""0.00020""","=""118.59981""","=""0.00003""","=""920""","=""""",,"=""18097.764""","=""102414.933""","=""5d8.6s""","=""2F""","=""7/2""","=""5d7.6s.6p""","=""102414*""","=""5/2""",,"=""""","=""L10146""",
"=""118.62219""","=""0.00020""","=""118.62209""","=""0.00003""","=""19000""","=""""",,"=""13329.277""","=""97630.608""","=""5d8.6s""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""97630*""","=""7/2""",,"=""""","=""L10146""",
"=""118.7950""","=""0.0010""","=""118.79411""","=""0.00006""","=""68""","=""""",,"=""21717.305""","=""105896.56""","=""5d8.6s""","=""4P""","=""1/2""","=""5d7.6s.6p""","=""105896*""","=""3/2""",,"=""""","=""L11529""",
"=""118.81761""","=""0.00020""","=""118.81771""","=""0.00007""","=""840""","=""""",,"=""23875.570""","=""108038.11""","=""5d8.6s""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""108038*""","=""5/2""",,"=""""","=""L11529""",
"=""118.86935""","=""0.00020""","=""118.86972""","=""0.00003""","=""2500""","=""""",,"=""9356.3167""","=""93482.030""","=""5d8.6s""","=""4F""","=""7/2""","=""5d7.6s.6p""","=""93482*""","=""7/2""",,"=""""","=""L10146""",
"=""118.93074""","=""0.00020""","=""118.93072""","=""0.00004""","=""3600""","=""""",,"=""16820.9342""","=""100903.50""","=""5d8.6s""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""100903*""","=""7/2""",,"=""""","=""L10146""",
"=""119.03818""","=""0.00020""","=""119.03838""","=""0.00003""","=""370""","=""""",,"=""15791.309""","=""99797.827""","=""5d9""","=""2D""","=""3/2""","=""5d7.6s.6p""","=""99797*""","=""5/2""",,"=""""","=""L10146""",
"=""119.06417""","=""0.00020""","=""119.06417""","=""0.00004""","=""2900""","=""""",,"=""18097.764""","=""102086.09""","=""5d8.6s""","=""2F""","=""7/2""","=""5d7.6s.6p""","=""102086*""","=""9/2""",,"=""""","=""L10146""",
"=""119.07596""","=""0.00020""","=""119.07589""","=""0.00004""","=""1500""","=""""",,"=""9356.3167""","=""93336.37""","=""5d8.6s""","=""4F""","=""7/2""","=""5d7.6s.6p""","=""93336*""","=""7/2""",,"=""""","=""L10146""",
"=""119.15733""","=""0.00020""","=""119.15720""","=""0.00006""","=""750""","=""""",,"=""24879.522""","=""108802.27""","=""5d7.6s2""","=""4F""","=""9/2""","=""5d7.(2F).6s.6p""","=""108802*""","=""9/2""",,"=""""","=""L11529""",
"=""119.22690""","=""0.00020""","=""119.22688""","=""0.00006""","=""1800""","=""""",,"=""21168.729""","=""105042.43""","=""5d8.6s""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""105042*""","=""5/2""",,"=""""","=""L11529""",
"=""119.2620""","=""0.0010""","=""119.26137""","=""0.00004""","=""190*""","=""""",,"=""21168.729""","=""105018.18""","=""5d8.6s""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""105018*""","=""3/2""",,"=""""","=""L11529""",
"=""119.2620""","=""0.0010""","=""119.26340""","=""0.00006""","=""190*""","=""""",,"=""24879.522""","=""108727.54""","=""5d7.6s2""","=""4F""","=""9/2""","=""5d7.6s.6p""","=""108727*""","=""7/2""",,"=""""","=""L11529""",
"=""119.3050""","=""0.0010""","=""119.30436""","=""0.00004""","=""270""","=""""",,"=""18097.764""","=""101917.00""","=""5d8.6s""","=""2F""","=""7/2""","=""5d7.6s.6p""","=""101916*""","=""5/2""",,"=""""","=""L11529""",
"=""119.3280""","=""0.0010""","=""119.32757""","=""0.00006""","=""220""","=""""",,"=""4786.6527""","=""88589.58""","=""5d8.6s""","=""4F""","=""9/2""","=""5d7.(4P).6s.6p.(3P*)""","=""88589*""","=""7/2""",,"=""""","=""L11529""",
"=""119.34511""","=""0.00020""","=""119.34484""","=""0.00003""","=""18000""","=""""",,"=""16820.9342""","=""100611.739""","=""5d8.6s""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""100611*""","=""3/2""",,"=""""","=""L10146""",
"=""119.4319""","=""0.0010""","=""119.43155""","=""0.00006""","=""91""","=""""",,"=""23461.548""","=""107191.52""","=""5d8.6s""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""107191*""","=""5/2""",,"=""""","=""L11529""",
"=""119.65616""","=""0.00020""","=""119.65635""","=""0.00013""","=""2400""","=""""",,"=""4786.6527""","=""88359.32""","=""5d8.6s""","=""4F""","=""9/2""","=""5d7.6s.6p""","=""88359*""","=""9/2""",,"=""""","=""L11529,L9479""",
"=""119.7120""","=""0.0010""","=""119.71027""","=""0.00007""","=""52""","=""""",,"=""23461.548""","=""106996.57""","=""5d8.6s""","=""2F""","=""5/2""","=""5d8.7p""","=""106996*""","=""7/2""",,"=""""","=""L11529""",
"=""119.81623""","=""0.00020""","=""119.81614""","=""0.00010""","=""1300""","=""""",,"=""29262.0099""","=""112723.22""","=""5d8.6s""","=""2G""","=""9/2""","=""5d7.(2F).6s.6p""","=""112723*""","=""11/2""",,"=""""","=""L11529,L9479""",
"=""119.83009""","=""0.00020""","=""119.83019""","=""0.00003""","=""650""","=""""",,"=""18097.764""","=""101549.185""","=""5d8.6s""","=""2F""","=""7/2""","=""5d7.6s.6p""","=""101549*""","=""9/2""",,"=""""","=""L11529""",
"=""119.8778""","=""0.0004""","=""119.87741""","=""0.00003""","=""20000*""","=""""",,"=""16820.9342""","=""100239.486""","=""5d8.6s""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""100239*""","=""5/2""",,"=""""","=""L10146""",
"=""119.8778""","=""0.0004""","=""119.87856""","=""0.00004""","=""20000*""","=""""",,"=""15791.309""","=""99209.06""","=""5d9""","=""2D""","=""3/2""","=""5d7.6s.6p""","=""99209*""","=""5/2""",,"=""""","=""L10146""",
"=""119.91649""","=""0.00020""","=""119.91653""","=""0.00006""","=""1400""","=""""",,"=""23461.548""","=""106852.89""","=""5d8.6s""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""106852*""","=""3/2""",,"=""""","=""L11529""",
"=""119.9340""","=""0.0010""","=""119.93364""","=""0.00006""","=""180""","=""""",,"=""21168.729""","=""104548.17""","=""5d8.6s""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""104548*""","=""3/2""",,"=""""","=""L11529""",
"=""119.9728""","=""0.0010""","=""119.97265""","=""0.00004""","=""250""","=""""",,"=""0.000""","=""83352.33""","=""5d9""","=""2D""","=""5/2""","=""5d7.6s.6p""","=""83352*""","=""7/2""",,"=""""","=""L11529""",
"=""120.02508""","=""0.00020""","=""120.02504""","=""0.00006""","=""1200""","=""""",,"=""23875.570""","=""107191.52""","=""5d8.6s""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""107191*""","=""5/2""",,"=""""","=""L11529""",
"=""120.04693""","=""0.00020""","=""120.04676""","=""0.00004""","=""390""","=""""",,"=""21717.305""","=""105018.18""","=""5d8.6s""","=""4P""","=""1/2""","=""5d7.6s.6p""","=""105018*""","=""3/2""",,"=""""","=""L11529""",
"=""120.08040""","=""0.00020""","=""120.08050""","=""0.00003""","=""3400""","=""""",,"=""15791.309""","=""99068.777""","=""5d9""","=""2D""","=""3/2""","=""5d7.6s.6p""","=""99068*""","=""3/2""",,"=""""","=""L11529""",
"=""120.12853""","=""0.00020""","=""120.12858""","=""0.00004""","=""4900""","=""""",,"=""18097.764""","=""101341.90""","=""5d8.6s""","=""2F""","=""7/2""","=""5d7.6s.6p""","=""101341*""","=""7/2""",,"=""""","=""L10146""",
"=""120.1680""","=""0.0010""","=""120.16745""","=""0.00007""","=""200""","=""""",,"=""29030.529""","=""112247.74""","=""5d8.6s""","=""2G""","=""7/2""","=""5d7.6s.6p""","=""112247*""","=""9/2""",,"=""""","=""L11529""",
"=""120.37443""","=""0.00020""","=""120.37444""","=""0.00004""","=""2200""","=""""",,"=""13329.277""","=""96403.39""","=""5d8.6s""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""96403*""","=""5/2""",,"=""""","=""L11529""",
"=""120.50270""","=""0.00020""","=""120.50265""","=""0.00007""","=""460""","=""""",,"=""29262.0099""","=""112247.74""","=""5d8.6s""","=""2G""","=""9/2""","=""5d7.6s.6p""","=""112247*""","=""9/2""",,"=""""","=""L11529""",
"=""120.5157""","=""0.0004""","=""120.51486""","=""0.00006""","=""830*""","=""""",,"=""23875.570""","=""106852.89""","=""5d8.6s""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""106852*""","=""3/2""",,"=""""","=""L11529""",
"=""120.5157""","=""0.0004""","=""120.51548""","=""0.00003""","=""830*""","=""""",,"=""16820.9342""","=""99797.827""","=""5d8.6s""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""99797*""","=""5/2""",,"=""""","=""L11529""",
"=""120.5218""","=""0.0011""","=""120.521457""","=""0.000017""","=""750""","=""""",,"=""0.000""","=""82972.777""","=""5d9""","=""2D""","=""5/2""","=""5d7.6s.6p""","=""82972*""","=""3/2""",,"=""""","=""L3539c164""",
"=""120.6590""","=""0.0010""","=""120.65871""","=""0.00015""","=""260""","=""""",,"=""27255.720""","=""110134.11""","=""5d8.6s""","=""2P""","=""1/2""","=""5d7.6s.6p""","=""110133*""","=""1/2""",,"=""""","=""L11529,L9479""",
"=""120.72890""","=""0.00020""","=""120.72794""","=""0.00006""","=""380*""","=""""",,"=""21717.305""","=""104548.17""","=""5d8.6s""","=""4P""","=""1/2""","=""5d7.6s.6p""","=""104548*""","=""3/2""",,"=""""","=""L11529c153""",
"=""120.72890""","=""0.00020""","=""120.72918""","=""0.00007""","=""380*""","=""""",,"=""27255.720""","=""110085.74""","=""5d8.6s""","=""2P""","=""1/2""","=""5d7.6s.6p""","=""110085*""","=""3/2""",,"=""""","=""L11529""",
"=""120.7369""","=""0.0010""","=""120.73793""","=""0.00003""","=""190""","=""""",,"=""0.000""","=""82824.016""","=""5d9""","=""2D""","=""5/2""","=""5d8.(3F).6p""","=""82824*""","=""3/2""",,"=""""","=""L11529""",
"=""120.76456""","=""0.00020""","=""120.76458""","=""0.00004""","=""3800""","=""""",,"=""18097.764""","=""100903.50""","=""5d8.6s""","=""2F""","=""7/2""","=""5d7.6s.6p""","=""100903*""","=""7/2""",,"=""""","=""L10146""",
"=""120.81902""","=""0.00020""","=""120.81911""","=""0.00006""","=""1100""","=""""",,"=""23461.548""","=""106229.91""","=""5d8.6s""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""106229*""","=""7/2""",,"=""""","=""L11529""",
"=""121.06999""","=""0.00020""","=""121.07002""","=""0.00006""","=""470""","=""""",,"=""8419.840""","=""91016.67""","=""5d9""","=""2D""","=""3/2""","=""5d7.6s.6p""","=""91016*""","=""1/2""",,"=""""","=""L11529""",
"=""121.2590""","=""0.0010""","=""121.25833""","=""0.00006""","=""100""","=""""",,"=""21168.729""","=""103637.29""","=""5d8.6s""","=""4F""","=""3/2""","=""5d7.(4P).6s.6p""","=""103637*""","=""1/2""",,"=""""","=""L11529""",
"=""121.27905""","=""0.00020""","=""121.27907""","=""0.00007""","=""670""","=""""",,"=""29262.0099""","=""111716.47""","=""5d8.6s""","=""2G""","=""9/2""","=""5d8.7p""","=""111716*""","=""7/2""",,"=""""","=""L11529""",
"=""121.32263""","=""0.00020""","=""121.32269""","=""0.00004""","=""1800""","=""""",,"=""13329.277""","=""95754.09""","=""5d8.6s""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""95754*""","=""5/2""",,"=""""","=""L11529""",
"=""121.47092""","=""0.00020""","=""121.47096""","=""0.00007""","=""1600""","=""""",,"=""29030.529""","=""111354.73""","=""5d8.6s""","=""2G""","=""7/2""","=""5d7.6s.6p""","=""111354*""","=""7/2""",,"=""""","=""L11529""",
"=""121.48648""","=""0.00020""","=""121.48650""","=""0.00006""","=""1900""","=""""",,"=""9356.3167""","=""91669.99""","=""5d8.6s""","=""4F""","=""7/2""","=""5d7.6s.6p""","=""91669*""","=""7/2""",,"=""""","=""L11529""",
"=""121.52467""","=""0.00020""","=""121.52468""","=""0.00004""","=""3300""","=""""",,"=""13329.277""","=""95617.09""","=""5d8.6s""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""95617*""","=""7/2""",,"=""""","=""L11529""",
"=""121.57671""","=""0.00020""","=""121.57688""","=""0.00006""","=""1500""","=""""",,"=""21168.729""","=""103421.21""","=""5d8.6s""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""103421*""","=""3/2""",,"=""""","=""L11529""",
"=""121.58369""","=""0.00020""","=""121.58374""","=""0.00003""","=""2600""","=""""",,"=""16820.9342""","=""99068.777""","=""5d8.6s""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""99068*""","=""3/2""",,"=""""","=""L11529""",
"=""121.61236""","=""0.00020""","=""121.61242""","=""0.00004""","=""1900""","=""""",,"=""13329.277""","=""95557.72""","=""5d8.6s""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""95557*""","=""3/2""",,"=""""","=""L11529""",
"=""121.74951""","=""0.00020""","=""121.74960""","=""0.00004""","=""1600""","=""""",,"=""23461.548""","=""105597.34""","=""5d8.6s""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""105597*""","=""5/2""",,"=""""","=""L11529""",
"=""121.77927""","=""0.00020""","=""121.77935""","=""0.00006""","=""1100""","=""""",,"=""24879.522""","=""106995.25""","=""5d7.6s2""","=""4F""","=""9/2""","=""5d8.7p""","=""106995*""","=""9/2""",,"=""""","=""L11529""",
"=""121.94931""","=""0.00020""","=""121.94895""","=""0.00003""","=""32000*""","=""2.6e+08""",C,"=""15791.309""","=""97792.836""","=""5d9""","=""2D""","=""3/2""","=""5d7.6s.6p""","=""97792*""","=""5/2""",,"=""T6519n""","=""L11529""",
"=""121.94931""","=""0.00020""","=""121.95115""","=""0.00007""","=""32000*""","=""3.1e+08""",C,"=""4786.6527""","=""86786.70""","=""5d8.6s""","=""4F""","=""9/2""","=""5d7.6s.6p""","=""86786*""","=""7/2""",,"=""T6519n""","=""L11529,L9479,c153""",
"=""121.95786""","=""0.00020""","=""121.95827""","=""0.00004""","=""670""","=""""",,"=""15791.309""","=""97786.57""","=""5d9""","=""2D""","=""3/2""","=""5d7.6s.6p""","=""97786*""","=""3/2""",,"=""""","=""L11529""",
"=""122.07795""","=""0.00020""","=""122.07788""","=""0.00006""","=""2900""","=""""",,"=""9356.3167""","=""91271.24""","=""5d8.6s""","=""4F""","=""7/2""","=""5d7.6s.6p""","=""91271*""","=""5/2""",,"=""""","=""L11529""",
"=""122.1040""","=""0.0009""","=""122.103471""","=""0.000010""","=""110""","=""""",,"=""0.000""","=""81897.754""","=""5d9""","=""2D""","=""5/2""","=""5d7.6s.6p""","=""81897*""","=""7/2""",,"=""""","=""L3539c164,L11529""",
"=""122.17369""","=""0.00020""","=""122.17390""","=""0.00006""","=""560""","=""""",,"=""23875.570""","=""105726.11""","=""5d8.6s""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""105726*""","=""1/2""",,"=""""","=""L11529""",
"=""122.31214""","=""0.00020""","=""122.31212""","=""0.00016""","=""890""","=""""",,"=""4786.6527""","=""86544.70""","=""5d8.6s""","=""4F""","=""9/2""","=""5d7.(4P).6s.6p.(3P*)""","=""86544*""","=""9/2""",,"=""""","=""L11529,L9479""",
"=""122.35053""","=""0.00020""","=""122.35065""","=""0.00006""","=""1200""","=""""",,"=""29030.529""","=""110762.83""","=""5d8.6s""","=""2G""","=""7/2""","=""5d8.(3F).7p""","=""4F*""","=""9/2""",,"=""""","=""L11529""",
"=""122.36648""","=""0.00020""","=""122.36641""","=""0.00004""","=""390""","=""""",,"=""23875.570""","=""105597.34""","=""5d8.6s""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""105597*""","=""5/2""",,"=""""","=""L11529""",
"=""122.5390""","=""0.0010""","=""122.53777""","=""0.00006""","=""41""","=""""",,"=""29030.529""","=""110638.02""","=""5d8.6s""","=""2G""","=""7/2""","=""5d6.6s2.6p""","=""110638*""","=""5/2""",,"=""""","=""L11529""",
"=""122.5821""","=""0.0010""","=""122.58112""","=""0.00008""","=""270""","=""""",,"=""29030.529""","=""110609.16""","=""5d8.6s""","=""2G""","=""7/2""","=""5d7.6s.6p""","=""110609*""","=""9/2""",,"=""""","=""L11529""",
"=""122.67936""","=""0.00020""","=""122.67942""","=""0.00005""","=""740""","=""""",,"=""13329.277""","=""94842.54""","=""5d8.6s""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""94842*""","=""7/2""",,"=""""","=""L11529""",
"=""122.69816""","=""0.00020""","=""122.69815""","=""0.00006""","=""640""","=""""",,"=""29262.0099""","=""110762.83""","=""5d8.6s""","=""2G""","=""9/2""","=""5d8.(3F).7p""","=""4F*""","=""9/2""",,"=""""","=""L11529""",
"=""122.86470""","=""0.00020""","=""122.86467""","=""0.00006""","=""960""","=""""",,"=""9356.3167""","=""90746.68""","=""5d8.6s""","=""4F""","=""7/2""","=""5d7.6s.6p""","=""90746*""","=""5/2""",,"=""""","=""L11529""",
"=""122.90145""","=""0.00020""","=""122.90133""","=""0.00003""","=""13000""","=""""",,"=""16820.9342""","=""98187.017""","=""5d8.6s""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""98186*""","=""7/2""",,"=""""","=""L10146""",
"=""122.92515""","=""0.00020""","=""122.92504""","=""0.00006""","=""1100""","=""""",,"=""24879.522""","=""106229.91""","=""5d7.6s2""","=""4F""","=""9/2""","=""5d7.6s.6p""","=""106229*""","=""7/2""",,"=""""","=""L11529""",
"=""122.93001""","=""0.00020""","=""122.92994""","=""0.00008""","=""3300""","=""""",,"=""29262.0099""","=""110609.16""","=""5d8.6s""","=""2G""","=""9/2""","=""5d7.6s.6p""","=""110609*""","=""9/2""",,"=""""","=""L11529""",
"=""122.99505""","=""0.00020""","=""122.99517""","=""0.00004""","=""460""","=""""",,"=""13329.277""","=""94633.282""","=""5d8.6s""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""94633*""","=""5/2""",,"=""""","=""L11529""",
"=""123.0827""","=""0.0010""","=""123.08267""","=""0.00004""","=""96""","=""""",,"=""21168.729""","=""102414.933""","=""5d8.6s""","=""4F""","=""3/2""","=""5d7.6s.6p""","=""102414*""","=""5/2""",,"=""""","=""L11529""",
"=""123.20302""","=""0.00020""","=""123.20299""","=""0.00006""","=""310""","=""""",,"=""23875.570""","=""105042.43""","=""5d8.6s""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""105042*""","=""5/2""",,"=""""","=""L11529""",
"=""123.23983""","=""0.00020""","=""123.23981""","=""0.00005""","=""670""","=""""",,"=""23875.570""","=""105018.18""","=""5d8.6s""","=""4P""","=""3/2""","=""5d7.6s.6p""","=""105018*""","=""3/2""",,"=""""","=""L11529""",
"=""123.28747""","=""0.00020""","=""123.28739""","=""0.00005""","=""10000""","=""""",,"=""18097.764""","=""99209.06""","=""5d8.6s""","=""2F""","=""7/2""","=""5d7.6s.6p""","=""99209*""","=""5/2""",,"=""""","=""L10146""",
"=""123.3249""","=""0.0010""","=""123.32491""","=""0.00006""","=""73""","=""""",,"=""23461.548""","=""104548.17""","=""5d8.6s""","=""2F""","=""5/2""","=""5d7.6s.6p""","=""104548*""","=""3/2""",,"=""""","=""L11529""",
"=""123.40154""","=""0.00020""","=""123.40159""","=""0.00008""","=""530""","=""""",,"=""29030.529""","=""110066.76""","=""5d8.6s""","=""2G""","=""7/2""","=""5d8.(3F).7p""","=""4F*""","=""9/2""",,"=""""","=""L11529""",
"=""123.45580""","=""0.00020""","=""123.45575""","=""0.00008""","=""2900""","=""""",,"=""13329.277""","=""94329.96""","=""5d8.6s""","=""4P""","=""5/2""","=""5d7.6s.6p""","=""94330*""","=""3/2""",,"=""""","=""L11529,L9479""",
"=""123.50916""","=""0.00020""","=""123.50919""","=""0.00005""","=""3600""","=""""",,"=""16820.9342""","=""97786.57""","=""5d8.6s""","=""4F""","=""5/2""","=""5d7.6s.6p""","=""97786*""","=""3/2""",,"=""""","=""L11529""",
"=""123.51607""","=""0.00020""","=""123.51620""","=""0.00005""","=""440""","=""""",,"=""21717.305""","=""102678.346""","=""5d8.6s""","=""4P""","=""1/2""","=""5d7.6s.6p""","=""102678*""","=""3/2""",,"=""""","=""L11529""",
